conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,like_count,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1987156410694869165,Sat Nov 08 13:53:02 +0000 2025,4,"another day another menemukan penipu day! #zonauang  penipu guys ini akunnya: @aerisprinkle   qris atas nama JIRO CELL, ni muka penipunya di wa bisnis   nomor hp: +62 838-4678-5434 +6283846785434 083846785434 https://t.co/bwLEj79qCx",1987156410694869165,https://pbs.twimg.com/media/G5PMOCIbMAACJBm.jpg,,in,4,,2,0,6,https://twitter.com/yaimrisa/status/1987156410694869165,1273955526515163136,yaimrisa
1987121709720477824,Sat Nov 08 11:35:09 +0000 2025,10,"Jasa Joki Tugas Open 🤩📝  Mapping, Poster Infografis, Essai Essay, Makalah, Review Jurnal, Rapikan File, Ilmu Politik, Hukum, Paper, Psikologi, Filsafat Ilmu, Rangkum Resume, PPT, HI, Opini Publik, Etika Bisnis, Ilmu Komunikasi,  Hubungan Masyarakat, Ospek #jokitugas #zonauang https://t.co/t8d3ttMRU2",1987121709720477824,https://pbs.twimg.com/media/G5OsqfCbIAA7Bt1.jpg,,in,10,📲 WA : 0882-0010-25020,0,0,3,https://twitter.com/jokih2h/status/1987121709720477824,1427851863198605318,jokih2h
1983935283004670045,Thu Oct 30 16:33:25 +0000 2025,101,"Jejak Tambang di Balik Kekuasaan Gubernur Cantik Malut  Nama Sherly Tjoanda Laos belakangan ramai dibicarakan bukan hanya karena statusnya sebagai Gubernur Maluku Utara, tapi juga karena gurita bisnis tambang keluarganya yang makin kuat setelah ia berkuasa.  Jaringan Advokasi https://t.co/m1AtS0oSaE",1983935283004670045,https://pbs.twimg.com/media/G4haAyZbUAA2Pdy.jpg,,in,101,,3,13,58,https://twitter.com/inilahdotcom/status/1983935283004670045,46693036,inilahdotcom
1988135648520179978,Tue Nov 11 06:44:11 +0000 2025,4,"Bangun generasi muda yang cerdas finansial dan siap menghadapi tantangan global! 💪  UNAIR berkesempatan menghadirkan Menteri Keuangan RI, Purbaya Yudhi Sadewa, dalam Studium Generale Dies Natalis ke-71.  Dari kebijakan nasional hingga peran UMKM, semua dibahas dalam suasana https://t.co/dNe5bAdxyd",1988135648520179978,https://pbs.twimg.com/media/G5dG1JqbgAAdUaF.jpg,,in,4,"Surabaya, Indonesia",0,0,0,https://twitter.com/Unair_Official/status/1988135648520179978,1110709339,Unair_Official
1988135124244808144,Tue Nov 11 06:42:06 +0000 2025,3,"Menteri Keuangan RI, Purbaya Yudhi Sadewa, mengunjungi SMA Negeri 3 Jakarta, Senin (10/11/2025).  Kedatangannya ini merupakan bagian dari partisipasinya pada dalam program Kemenkeu Mengajar 10.  Tampak ia mengajar kelas ekonomi mengenai Anggaran Pendapatan dan Belanja Negara https://t.co/0VanOLbpBD",1988135124244808144,https://pbs.twimg.com/ext_tw_video_thumb/1988135043949023232/pu/img/Lt2NT7t1-AFuYvaU.jpg,,in,3,,0,0,1,https://twitter.com/inilahdotcom/status/1988135124244808144,46693036,inilahdotcom
1984135792642371960,Fri Oct 31 05:50:11 +0000 2025,14236,gaji pertamaku setelah hampir 2 tahun nganggur. akhirnya bisa bantu keuangan keluarga 🥺 💚 https://t.co/EMNArS7A7b,1984135792642371960,https://pbs.twimg.com/media/G4kQ_Q3XIAAuyey.jpg,,in,14236,Indonesia,137,1030,430,https://twitter.com/tanyarlfes/status/1984135792642371960,1371650588,tanyarlfes
1986691827177824728,Fri Nov 07 07:06:57 +0000 2025,157,"ChatGPT udah ngga bisa kasih saran hukum, kesehatan dan keuangan https://t.co/sShprY2Scs",1986691827177824728,https://pbs.twimg.com/media/G5IlV7mawAAGBkD.jpg,,in,157,Jakarta Capital Region,7,12,22,https://twitter.com/tvindonesiawkwk/status/1986691827177824728,1329295844869214208,tvindonesiawkwk
1987128616816455784,Sat Nov 08 12:02:35 +0000 2025,2627,"Ada 3 pelajaran tentang keuangan di umur 30an.   ✅️ jangan ambil KPR ✅️ gausah kredit mobil  Sekali masuk lingkar setan 2 utang itu, beresinnya hampir setengah umur idup.  Ada yang mau nambahin?",1987128616816455784,,,in,2627,,71,90,736,https://twitter.com/txtfromkeuangan/status/1987128616816455784,1590845630037229569,txtfromkeuangan
1986753944354222206,Fri Nov 07 11:13:47 +0000 2025,5,Menteri Keuangan Purbaya Yudhi Sadewa berencana mengubah harga rupiah atau redenominasi dari Rp1.000 jadi Rp1. Aturan itu ditarget rampung pada 2027 mendatang.  Hal itu tertuang dalam Peraturan Menteri Keuangan (PMK) Nomor 70 Tahun 2025 yang ditetapkan pada 10 Oktober 2025. https://t.co/Ll0oNZVdEU,1986753944354222206,https://pbs.twimg.com/media/G5JeJ_JbYAAETSI.jpg,,in,5,iNews Tower,0,3,0,https://twitter.com/officialinews_/status/1986753944354222206,132078023,officialinews_
1987355304582127683,Sun Nov 09 03:03:22 +0000 2025,291,"Menteri Keuangan Purbaya Yudhi Sadewa tengah menyusun kajian potensi barang kena cukai baru, mulai dari diapers atau popok, alat makan dan minum sekali pakai, hingga tisu basah. Kajian ini tercantum dalam PMK Nomor 70 Tahun 2025 tentang Rencana Strategis Kementerian Keuangan https://t.co/OMSce9HbaV",1987355304582127683,https://pbs.twimg.com/media/G5SBHJ-bQAALIUl.jpg,,in,291,,198,109,94,https://twitter.com/kumparan/status/1987355304582127683,759692754985242625,kumparan
1986009497589211262,Wed Nov 05 09:55:37 +0000 2025,1733,"Presiden Prabowo jng asal omong masalah Whoosh dia yg tjwb, hrs pikirkan dampak hukum dan dampak keuangan nya ,, https://t.co/dYspYut6lH",1986009497589211262,https://pbs.twimg.com/media/G4-5Gs7bYAAGhG9.jpg,,in,1733,"Jakarta, pagaralam, Solo",45,352,682,https://twitter.com/susno2g/status/1986009497589211262,131814756,susno2g
1988123882646393137,Tue Nov 11 05:57:25 +0000 2025,35,"𝗗𝗘𝗠𝗜 𝗖𝗨𝗔𝗡 𝗜𝗡𝗦𝗧𝗔𝗡  Kejari Kutim menetapkan J, Kaur Keuangan Desa Bumi Etam, Kutai Timur, sebagai tersangka korupsi APBDes 2024  Dana publik yg seharusnya utk pembangunan desa, malah dibakar di aplikasi pengganda uang  Mau cepat kaya, ujungnya malah cepat masuk bui 😃 https://t.co/uQtY7awH62",1988123882646393137,https://pbs.twimg.com/ext_tw_video_thumb/1988123855848906753/pu/img/9v_j0qLmslgHBfiM.jpg,,in,35,Make your own sandwich.,0,27,32,https://twitter.com/NayDonuts/status/1988123882646393137,1104398813844758528,NayDonuts
1986725181671252361,Fri Nov 07 09:19:29 +0000 2025,2,"Kementerian Keuangan (Kemenkeu) menyiapkan Rancangan Undang-Undang (RUU) tentang Perubahan Harga Rupiah atau redenominasi.   Langkah ini tercantum dalam Peraturan Menteri Keuangan (PMK) Nomor 70 Tahun 2025 tentang Rencana Strategis Kemenkeu Tahun 2025–2029, yang ditetapkan pada https://t.co/GhbEcFQxCD",1986725181671252361,https://pbs.twimg.com/media/G5JEBg1WMAAzpZ7.jpg,,in,2,,0,1,0,https://twitter.com/inilahdotcom/status/1986725181671252361,46693036,inilahdotcom
1985989349192921215,Wed Nov 05 08:35:33 +0000 2025,399,the reason why i love going to Pasar Senen: kacamata cuma 150 ribu udah frame &amp; lensa  WORTH THE HYPEEE MAU BALIK LAGI 😭🤍 https://t.co/7ZnxCe7TkR,1985989349192921215,https://pbs.twimg.com/media/G4-myLcbsAEoDJs.jpg,,in,399,workwithkellyy@gmail.com,32,84,157,https://twitter.com/beautales_/status/1985989349192921215,1270376478270582785,beautales_
1988138670185206080,Tue Nov 11 06:56:12 +0000 2025,0,"Melalui ibadah syukur ini, YPMAK menegaskan kembali komitmennya untuk terus memperkuat sinergi dgn seluruh pemangku kepentingan, dalam upaya meningkatkan kesejahteraan masyarakat di wilayah sekitar operasional PTFI, khususnya di bidang pendidikan, kesehatan, dan ekonomi.",1988138675730026921,,MineIndo,in,0,Indonesia,0,1,0,https://twitter.com/MineIndo/status/1988138675730026921,534219856,MineIndo
1987702024645841191,Tue Nov 11 06:55:34 +0000 2025,0,"@thonkky9 @tanyakanrl Ya selama dia udah berusaha memenuhi kewajibannya, tp ternyata ekonomi keluarganya masih kurang dan kamunya mau jg, ya g mslh. Namanya pernikahan kan kerja sama, sama2 effort. Ga ada salahnya jg bekerja, kalo amit2 nanti si cowok kenapa2, seenggaknya masih bisa bertahan sendiri.",1988138517059564027,,thonkky9,in,0,Malang,0,0,0,https://twitter.com/harus_haris/status/1988138517059564027,269253863,harus_haris
1988114149856149827,Tue Nov 11 06:55:27 +0000 2025,0,"@yupyupzy Selamat siang Kak. Railmin mohon maaf atas ketidaknyamanannya. Sehubungan dengan adanya penyesuaian pola perjalanan, sehingga pemesanan tiket beberapa KA Antarkota kelas Ekonomi bulan Desember 2025 belum dapat dilakukan. Kakak dapat pantau terus akun media sosial Railmin untuk",1988138486252102094,,yupyupzy,in,0,,0,1,0,https://twitter.com/KAI121/status/1988138486252102094,516165629,KAI121
1988138525049713040,Tue Nov 11 06:55:36 +0000 2025,0,"Lahh pendapatan emang B paling gacor, agensi itu bisnis siapa yg menjual itu yg bakal di tread dengan baik biar makin cuan.  Dan yg nggak habis pikir dari chen itu kenapa dia berani sok2an nuntut SM disaat solo stan makin dikit stelah nikah ??",1988138525049713040,,,in,0, ,0,0,0,https://twitter.com/jeroanayamenak/status/1988138525049713040,1517246762515570688,jeroanayamenak
1988138197814268095,Tue Nov 11 06:54:18 +0000 2025,0,"ada yang butuh/mau sewa siaran bisnis wa business gakk? aku ada l, tapi jelasin mekanismenya duluu #jobreceh #zonauang",1988138197814268095,,,in,0,she/her,0,0,0,https://twitter.com/sequoiaaji/status/1988138197814268095,1294844165444927488,sequoiaaji
1988138166944240012,Tue Nov 11 06:54:11 +0000 2025,0,"Nama PT Wana Kencana Sejati (WKS) kembali mencuat ke permukaan setelah konflik patok antara PT WKM dan PT Position makin mengeras di Halmahera Timur. Perusahaan ini diketahui menjalin kerja sama operasional dengan PT Position,  selengkapnya di https://t.co/NOlVCSlv0s",1988138166944240012,,,in,0,,0,0,0,https://twitter.com/Katherin_Mailoa/status/1988138166944240012,1475531172260167680,Katherin_Mailoa
1985047036715295076,Tue Nov 11 06:52:58 +0000 2025,0,"@neingie otak bisnis ini seketika terpanggil kak. pasti mampu gak sih kan duit lu banyak kak (https://t.co/XFEaIBSXoi) kayak gini doang kok pasti murah. GELI DIKIT BACANYA ASLI sampe mau nangis. orang cantik kayak kak ningning biasanya punya barang kesukaan, kepo dong pen tau",1988137862467121219,,neingie,in,0,vänner  solstråle,0,0,0,https://twitter.com/harnjihoon/status/1988137862467121219,790797069174841344,harnjihoon
1988124816105500995,Tue Nov 11 06:49:53 +0000 2025,0,@P3gEl Bobby &amp; luhut dominasi bisnis di sumut,1988137083882590273,,P3gEl,in,0,,0,0,0,https://twitter.com/rimapurwasih/status/1988137083882590273,1905767701189955584,rimapurwasih
1988136744613773433,Tue Nov 11 06:48:32 +0000 2025,0,"Day 1 bisnis😁 Yg mau co shopee vip lg yok dm, feenya murah aja.. makin banyak co nanti ku kasih diskon😍 https://t.co/4J7QPYyKA9",1988136744613773433,https://pbs.twimg.com/media/G5dHz-mbcAA2kK0.jpg,,in,0,#HAECHAN ONLY🌻+☀️=♡,0,0,0,https://twitter.com/hrusbersyukur/status/1988136744613773433,1685920503293489152,hrusbersyukur
1988109690736402461,Tue Nov 11 06:42:08 +0000 2025,0,@cinderellui nambah bisnis lagi 😭,1988135133095096795,,cinderellui,in,0,,0,0,0,https://twitter.com/maniskuhhh/status/1988135133095096795,3046019768,maniskuhhh
1988134759504171276,Tue Nov 11 06:40:39 +0000 2025,0,"open buat kalian yang butuh joki tugas/ujian - Pajak, Brevet AB, Pemeriksaan pajak, Etika bisnis, SPT Badan - Auditing - ASP - manajemen - SIA - MAKALAH - Resume - PPT - PPN, PPh 21 - CV ATS Langsung ke link bio #jokitugas #zonauang️ #zonajajan #jokitugaskuliah #jokitugasmurah",1988134759504171276,,,in,0,,0,0,0,https://twitter.com/ngejokiajayuk/status/1988134759504171276,1292653653895950336,ngejokiajayuk
1987928314342674817,Tue Nov 11 06:40:29 +0000 2025,0,"@tkgit1 @pamankecilke6 @tanyakanrl duh mas, kalo bukan bisnis ngapain swasta bikin sppg, ngapain kerja di sppg kalo itu bukan ""bisnis"", makan siang gratis ga ""pure"" gratis mas, tetep pake pajak juga itu",1988134718597210173,,tkgit1,in,0,,0,0,0,https://twitter.com/tanned_guy/status/1988134718597210173,1817267127977644032,tanned_guy
1988134557280088437,Tue Nov 11 06:39:50 +0000 2025,0,"open buat yang butuh joki tugas - Pajak, PPN, PPh 21, Etika bisnis, PBB, SPT badan - Auditing - TA - ASP - manajemen - SIA - MAKALAH - Resume - PPT - Brevet AB - Pembuatan CV Langsung ke link bio #jokitugas #zonauang️ #zonajajan #jokitugaskuliah #jokitugasmurah #jokipajak",1988134557280088437,,,in,0,,0,0,0,https://twitter.com/ngejokiajayuk/status/1988134557280088437,1292653653895950336,ngejokiajayuk
1988138422117257655,Tue Nov 11 06:55:12 +0000 2025,0,"Menteri Keuangan Purbaya Yudhi Sadewa menepis anggapan bahwa Kementerian Keuangan menjadi pihak utama dalam mendorong redenominasi rupiah. Padahal, kata Purbaya, kebijakan tersebut sepenuhnya akan ditentukan oleh Bank Indonesia (BI) sebagai otoritas moneter.   “Saya nggak tahu, https://t.co/Df5Io3V0BJ",1988138422117257655,https://pbs.twimg.com/amplify_video_thumb/1988138248225648643/img/zaCVtnoSL4D8X6M0.jpg,,in,0,iNews Tower,0,0,0,https://twitter.com/officialinews_/status/1988138422117257655,132078023,officialinews_
1988137867982631286,Tue Nov 11 06:53:00 +0000 2025,0,Menteri Keuangan Purbaya Yudhi Sadewa optimis rasio penerimaan pajak terhadap produk domestik bruto (PDB) alias tax ratio akan meningkat di 2025. Apa upayanya? https://t.co/iaUVFEmGYo,1988137867982631286,,,in,0,"Jakarta, Indonesia",0,0,0,https://twitter.com/detikfinance/status/1988137867982631286,135795460,detikfinance
1988137474254926228,Tue Nov 11 06:51:26 +0000 2025,0,"Fraksi Golkar Robert Sebut Soeharto Layak Menyandang Gelar Pahlawan Nasional, Berkontribusi Besar di Pembangunan Papua https://t.co/4TOfuWQouJ lewat @Keuangan News https://t.co/5JqLB2LeKD",1988137474254926228,https://pbs.twimg.com/media/G5c8axcaMAAIFDA.jpg,,in,0,Jakarta,0,0,0,https://twitter.com/RezaPraatama/status/1988137474254926228,1523915953771511809,RezaPraatama
1988137451148456364,Tue Nov 11 06:51:20 +0000 2025,0,"Dalam rangka mendukung peningkatan kompetensi SDM di bidang keuangan negara, Kasubbag Umum dan Keuangan PA Lumajang, Faris Handoko, S.H., mengikuti Webinar pada hari Kamis, 6 November 2025, mulai pukul 08.30 WIB. Selengkapnya...!!!👇👇👇 https://t.co/PCn5ZkGtmy https://t.co/0PUWCNSdO2",1988137451148456364,https://pbs.twimg.com/media/G5dIdTZbcAUfYcB.jpg,,in,0,Jl. Soekarno Hatta No 11,0,0,0,https://twitter.com/PALumajang/status/1988137451148456364,1550294657984106496,PALumajang
1988137045672468845,Tue Nov 11 06:49:44 +0000 2025,3,"Sobat, pernah nggak sih merasa usahamu punya potensi besar, tapi susah dapat pinjaman dari bank karena dianggap belum cukup “bankable”?  Nah, di sinilah Lembaga Penjaminan berperan menjadi “jembatan” antara Sobat dan lembaga keuangan agar akses pembiayaan jadi lebih mudah.  (1/2) https://t.co/eEHwxPvRtd",1988137045672468845,https://pbs.twimg.com/media/G5dIGXybcAMHxx7.jpg,,in,3,,0,1,0,https://twitter.com/sikapiuangmu/status/1988137045672468845,2179218738,sikapiuangmu
1988135648520179978,Tue Nov 11 06:44:11 +0000 2025,5,"Bangun generasi muda yang cerdas finansial dan siap menghadapi tantangan global! 💪  UNAIR berkesempatan menghadirkan Menteri Keuangan RI, Purbaya Yudhi Sadewa, dalam Studium Generale Dies Natalis ke-71.  Dari kebijakan nasional hingga peran UMKM, semua dibahas dalam suasana https://t.co/dNe5bAdxyd",1988135648520179978,https://pbs.twimg.com/media/G5dG1JqbgAAdUaF.jpg,,in,5,"Surabaya, Indonesia",0,0,0,https://twitter.com/Unair_Official/status/1988135648520179978,1110709339,Unair_Official
1987733964073926681,Tue Nov 11 06:43:32 +0000 2025,0,"@camadeire ️️ Betul! Sesederhana gantungan baju saja kok warna dan bentuknya bisa lucu. Jadinya nggak bisa berhenti klik CO, terus nanti menyesal kemudian waktu lihat rekap keuangan, hahaha.  Iya, Mbak! Mbak juga suka simpan stock bawang goreng?  ️️",1988135486863585358,,camadeire,in,0,ⓘ  RP. ADULT-THEMED. 18+ MDNI.,0,0,0,https://twitter.com/Selirayu/status/1988135486863585358,3191525686,Selirayu
1988135124244808144,Tue Nov 11 06:42:06 +0000 2025,3,"Menteri Keuangan RI, Purbaya Yudhi Sadewa, mengunjungi SMA Negeri 3 Jakarta, Senin (10/11/2025).  Kedatangannya ini merupakan bagian dari partisipasinya pada dalam program Kemenkeu Mengajar 10.  Tampak ia mengajar kelas ekonomi mengenai Anggaran Pendapatan dan Belanja Negara https://t.co/0VanOLbpBD",1988135124244808144,https://pbs.twimg.com/ext_tw_video_thumb/1988135043949023232/pu/img/Lt2NT7t1-AFuYvaU.jpg,,in,3,,0,0,1,https://twitter.com/inilahdotcom/status/1988135124244808144,46693036,inilahdotcom
1988134938500362334,Tue Nov 11 06:41:21 +0000 2025,0,"Yuhu Aku Buka Jasa Joki :  1. Tugas Akuntansi (Pengantar Akuntansi, Akuntansi Keuangan, AKL) 2. Siklus Akuntansi (Jasa &amp; Dagang)  3. Ujian Realtime Akuntansi  4. Praktikum Akuntansi  5. Akun biaya https://t.co/kEqb7oePCQ Dijamin amanah &amp; fee bisa nego #jokitugas #zonauang 547 https://t.co/lFujwvRm06",1988134938500362334,https://pbs.twimg.com/media/G5dGLgebcAUbVXy.jpg,,in,0,,0,0,0,https://twitter.com/edirnbugh/status/1988134938500362334,90883238,edirnbugh
1988134902873862171,Tue Nov 11 06:41:13 +0000 2025,0,Kepala Departemen Pengawasan Perilaku Pelaku Usaha Jasa Keuangan OJK Bernard Wijaya mengatakan kepercayaan publik adalah mata uang tertinggi.   https://t.co/BC14MxhtRs,1988134902873862171,,,in,0,NKRI,0,0,0,https://twitter.com/antaranews/status/1988134902873862171,18071520,antaranews
1988138616858820865,Tue Nov 11 06:55:58 +0000 2025,0,"Kegiatan pengamanan pasar Bebandem, Pada Hari Selasa Tanggal  11 Nopember 2025 Pukul 07.00 wita s/d Selesai di Pasar umum Desa Bebandem.  Kegiatan pengamanan dipimpin Wakapolsek Bebandem IPTU I NYOMAN SEMADI, Bersama anggota Cadangan SPKT Regu III dan personil. https://t.co/lmgpdez8Hy",1988138616858820865,https://pbs.twimg.com/media/G5dJiNfbcAAKhSA.jpg,,in,0,"Bali, Indonesia",0,0,0,https://twitter.com/PBebandem/status/1988138616858820865,1250737558935363589,PBebandem
1988138521451012369,Tue Nov 11 06:55:35 +0000 2025,0,kalo di sini rame kaya pasar isinya orang histeris lagi krn cm ada 1 rs wkwk,1988138521451012369,,,in,0,NOR ⁴ SAI⁵⁵ MSC⁴⁷ DOO⁷ ARO¹⁷,0,0,0,https://twitter.com/landonoffish/status/1988138521451012369,1370589332591890437,landonoffish
1988138513104335118,Tue Nov 11 06:55:34 +0000 2025,0,"Polsek Kuala Kencana menggelar kegiatan Pasar Murah sebagai bagian dari Gerakan Pangan Murah untuk menstabilkan pasokan dan harga pangan beras di Kabupaten Mimika. Kegiatan ini berlangsung di depan Kantor Polsek Kuala Kencana, Jalan Poros Agimuga, Distrik Kuala Kencana, Provinsi https://t.co/q71fynvOJH",1988138513104335118,https://pbs.twimg.com/media/G5dJKi0bcAA4oYc.jpg,,in,0,,0,0,0,https://twitter.com/HumasMimika/status/1988138513104335118,1422182349249277954,HumasMimika
1988138784412799283,Tue Nov 11 06:56:38 +0000 2025,1,publish jurnal sinta 4 ekonomi dong sebut fee yaa #zonauang #zonajajan,1988138784412799283,,,in,1,,0,1,0,https://twitter.com/cherrymochagirl/status/1988138784412799283,1162009991668092930,cherrymochagirl
1987702024645841191,Tue Nov 11 06:55:34 +0000 2025,0,"@thonkky9 @tanyakanrl Ya selama dia udah berusaha memenuhi kewajibannya, tp ternyata ekonomi keluarganya masih kurang dan kamunya mau jg, ya g mslh. Namanya pernikahan kan kerja sama, sama2 effort. Ga ada salahnya jg bekerja, kalo amit2 nanti si cowok kenapa2, seenggaknya masih bisa bertahan sendiri.",1988138517059564027,,thonkky9,in,0,Malang,0,0,0,https://twitter.com/harus_haris/status/1988138517059564027,269253863,harus_haris
1988114149856149827,Tue Nov 11 06:55:27 +0000 2025,0,"@yupyupzy Selamat siang Kak. Railmin mohon maaf atas ketidaknyamanannya. Sehubungan dengan adanya penyesuaian pola perjalanan, sehingga pemesanan tiket beberapa KA Antarkota kelas Ekonomi bulan Desember 2025 belum dapat dilakukan. Kakak dapat pantau terus akun media sosial Railmin untuk",1988138486252102094,,yupyupzy,in,0,,0,1,0,https://twitter.com/KAI121/status/1988138486252102094,516165629,KAI121
1988138403486200304,Tue Nov 11 06:55:07 +0000 2025,0,"AminoVITAL bekal tenaga kepada 13,000 peserta Garmin Run Asia 2025  https://t.co/3DSwQWsFIk",1988138403486200304,,,in,0,Malaysia,0,0,0,https://twitter.com/UMonline/status/1988138403486200304,42199532,UMonline
1988138401451917465,Tue Nov 11 06:55:07 +0000 2025,1,"Perusahaan konsultan global sektor real estate, pariwisata dan pembangunan ekonomi, Resonance Consultancy merilis Laporan Kota Terbaik Dunia 2026. London juara! https://t.co/1Sx9ei1Zha",1988138401451917465,,,in,1,,0,0,0,https://twitter.com/detikcom/status/1988138401451917465,69183155,detikcom
1987835657574859106,Tue Nov 11 06:55:02 +0000 2025,0,"@Calvinhid @rowiya8x @Ndrewstjan Ya, stabilisasi ekonomi pasca-hiperinflasi Sukarno yang hampir memusnahkan generasi menunjukkan jasa besar Suharto. Bantuan beras AS via PL-480 tahun 1967 mencegah kelaparan massal lebih parah, membangun fondasi Orde Baru. Namun, warisan lengkapnya—termasuk otoritarianisme dan",1988138381323497944,,Calvinhid,in,0,wherever you are,0,0,0,https://twitter.com/grok/status/1988138381323497944,1720665183188922368,grok
1988138330614362547,Tue Nov 11 06:54:50 +0000 2025,0,"Halo! @minduscorner open joki tugas skripsi ya  #zonauang - kedokteran umum, keperawatan, psikologi, gizi - ekonomi, akuntansi, manajemen, perbankan, ilkom - olah data spss, eviews, smartpls, jamovi  ☎ wa on bio 🍀",1988138330614362547,,,in,0,,0,0,0,https://twitter.com/gominsiq/status/1988138330614362547,1271837195741978625,gominsiq
1988138314139136145,Tue Nov 11 06:54:46 +0000 2025,0,Equinix capai kemajuan utama dalam pembinaan pusat data kedua di Johor  https://t.co/SHHHXnX5Z7,1988138314139136145,,,in,0,Malaysia,0,0,0,https://twitter.com/UMonline/status/1988138314139136145,42199532,UMonline
