conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,like_count,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1987978746943729918,Mon Nov 10 20:20:42 +0000 2025,75,Reformasi Polri hanyalah sebuah basa-basi politik. Pemanis bibir demokrasi. Sebuah lips service saja. Intinya: - Masyarakat pun msh banyak yg sangsi polisi mampu mengevaluasi dirinya sendiri. - Listyo Sigit tak pantas masuk Komisi Percepatan Reformasi Polri. - Lemahnya proses https://t.co/1OydgltcUC,1987978746943729918,https://pbs.twimg.com/media/G5a4Io8bcAA1Dsm.jpg,,in,75,,3,9,33,https://twitter.com/taufik_q/status/1987978746943729918,175752154,taufik_q
1987765448948273214,Mon Nov 10 06:13:08 +0000 2025,843,"Jaringan GUSDURian Menolak Pemberian Gelar Pahlawan Nasional untuk Soeharto  Hari Pahlawan pada 10 November 2025 menghadirkan dilema tentang bagaimana bangsa Indonesia mengingatnya. Di satu sisi, masyarakat mendapat teladan dari nama-nama tokoh yang berperan dan berkontribusi https://t.co/W3Cuz0cLGw",1987765448948273214,https://pbs.twimg.com/media/G5X2JD_asAAnFrT.jpg,,in,843,Indonesia Raya,10,44,410,https://twitter.com/GUSDURians/status/1987765448948273214,200804596,GUSDURians
1987118088480039408,Sat Nov 08 11:20:45 +0000 2025,10,"Siapa yang sudah ikut Cek Kesehatan Gratis (CKG)?☝️  #Healthies, terima kasih untuk kamu yang telah ambil bagian dalam program ini! Hingga kini, lebih dari 50 juta masyarakat Indonesia sudah merasakan manfaatnya. https://t.co/gRfu2PGeHi",1987118088480039408,https://pbs.twimg.com/media/G5OpXf3aAAAp9XV.jpg,,in,10,"Jakarta, Indonesia",0,3,3,https://twitter.com/KemenkesRI/status/1987118088480039408,161236190,KemenkesRI
1984062928862261450,Fri Oct 31 01:00:39 +0000 2025,245,"Islam bukan agama Arab. Mengaitkannya dengan budaya Arab menyempitkan makna. Indonesia bukti Islam bisa hidup tanpa jadi Arab. Bahasa, gamis, sorban hanyalah budaya, bukan inti ajaran. Islam dinilai dari iman dan akhlak, bukan tampilan. Islam bukan Arab, Arab bukan Islam. https://t.co/ibVdtPu5Mb",1984062928862261450,https://pbs.twimg.com/ext_tw_video_thumb/1984062895823650816/pu/img/SwKiGE2wYOY6Nk-n.jpg,,in,245,,3,12,78,https://twitter.com/SammiSoh/status/1984062928862261450,795498951336075264,SammiSoh
1987636022973436010,Sun Nov 09 21:38:51 +0000 2025,2,"Prabowo Ingin Karang Taruna dan Pramuka Aktif Kembali Bangun Kepedulian Sosial  Jakarta — Presiden RI Prabowo Subianto menekankan pentingnya membangkitkan kembali budaya kepedulian sosial di masyarakat melalui pengaktifan peran Karang Taruna, Pramuka, serta komunitas pendidikan https://t.co/MgAhg4U2jH",1987636022973436010,https://pbs.twimg.com/amplify_video_thumb/1987635588884000768/img/BJ5w1b2z2AyFra7d.jpg,,in,2,,1,0,1,https://twitter.com/RadioElshinta/status/1987636022973436010,121640063,RadioElshinta
1985159261803188682,Mon Nov 03 01:37:05 +0000 2025,11,"Museum 798 di China menjadikan orang mati menjadi pusat seni budaya yg hidup 😱  Di sana ga ada pocong, kuntilanak, genderuwo dll mungkin ya  ....   Scary https://t.co/RXcjcltzYc",1985159261803188682,https://pbs.twimg.com/ext_tw_video_thumb/1985159221076520960/pu/img/QRUkIaRHJYLAlMh2.jpg,,in,11,"Osaka-shi Kita-ku, Osaka",1,3,6,https://twitter.com/xquitavee/status/1985159261803188682,1604408934525464576,xquitavee
1987892473717502467,Mon Nov 10 14:37:53 +0000 2025,113,"Sejumlah aktivis menggelar aksi unjuk rasa di depan Gedung Kementerian Budaya, Senin (10/11).   Massa menyuarakan penolakan terhadap pemberian gelar pahlwan nasional kepada Presiden ke-2 RI, Soeharto. #CNNIndonesia https://t.co/cO17n1QARR",1987892473717502467,https://pbs.twimg.com/media/G5Zpl3mboAA4Z7L.jpg,,in,113,,5,16,46,https://twitter.com/CNNIndonesia/status/1987892473717502467,17128975,CNNIndonesia
1987793497450234099,Mon Nov 10 08:04:35 +0000 2025,3,"Di masa penuh ketidakpastian, hadir sosok yang menata arah negeri ini dengan visi dan kerja nyata. Ia bukan sekadar pemimpin, tapi Putra Terbaik Bangsa yang menanamkan disiplin, kerja keras, dan kemandirian sebagai budaya pembangunan. https://t.co/FX7oi08a4j",1987793497450234099,https://pbs.twimg.com/ext_tw_video_thumb/1987793428021977088/pu/img/rhUFGBshMlSad8In.jpg,,in,3,Indonesia,0,2,2,https://twitter.com/FitriIndriana2/status/1987793497450234099,1356029563,FitriIndriana2
1987080942431752685,Sat Nov 08 08:53:09 +0000 2025,10,"Open Jasa Joki Tugas 🧸📝  Tulis, Cerpen, TIK, Kewirausahaan, CV, Analisis Film, PJOK, Pantun, Essay Essai Beasiswa, Ospek, Laporan, PKN Pancasila, Review Jurnal, SBK Seni Budaya, Puisi, Ketik, Daftar Isi, Nomor Halaman, Mendeley, Bahasa Sunda, Studi Kasus, Parafrase, PPT, CV, https://t.co/Oclfcdurmr",1987080942431752685,https://pbs.twimg.com/media/G5OHlgGbIAIOJoe.jpg,,in,10,📲 WA : 0882-0010-25020,0,0,3,https://twitter.com/jokih2h/status/1987080942431752685,1427851863198605318,jokih2h
1985739061320192043,Tue Nov 04 16:01:00 +0000 2025,12,"Perubahan mendasar dr makam  raja Mataram sebelum n sejak Sultan Agung: dari di bawah/ledok, di belakang masjid (di Kotagede) menjadi di bukit/tinggi di atas masjid. Artinya: kembali ke budaya leluhur sejak zaman Majapahit atau lebih lama yg memuliakan gunung/tempat tinggi. https://t.co/jt6uwrxRbN",1985739061320192043,https://pbs.twimg.com/media/G47DE4haUAAz7jn.jpg,,in,12,,0,1,0,https://twitter.com/mkusumawijaya/status/1985739061320192043,46614875,mkusumawijaya
1985002328165060843,Sun Nov 02 15:13:29 +0000 2025,45,Abis jual saham terus ARA juga budaya kita https://t.co/ZXaKckyeiW,1985002328165060843,https://pbs.twimg.com/media/G4wlGARaUAAnVdT.jpg,,in,45,,3,3,3,https://twitter.com/bandarmetrics/status/1985002328165060843,1972137141305212928,bandarmetrics
1985175265493070269,Mon Nov 03 02:40:40 +0000 2025,2,cenglu adalah budaya https://t.co/0ifLDz3n8G,1985175265493070269,https://pbs.twimg.com/media/G4zCYHKacAAUtIF.jpg,,in,2,our beloved summer,0,0,0,https://twitter.com/terjannabi/status/1985175265493070269,4841548014,terjannabi
1987102640870994315,Sat Nov 08 10:19:22 +0000 2025,38,Tempat di mana kehidupan sebenarnya akan dimulai. https://t.co/ygfJBZ38Vk,1987102640870994315,https://pbs.twimg.com/media/G5ObUh8bkAAduHS.jpg,,in,38,BUMI ALLAH,0,1,11,https://twitter.com/pengingatmati/status/1987102640870994315,1167448242428055552,pengingatmati
1985521810755195053,Tue Nov 04 01:37:43 +0000 2025,107,"Ikhlas itu seperti angin Tak terlihat tapi menenangkan Sabar itu seperti akar Tak terlihat, diam, namun menguatkan Tawakal itu seperti langit Luas, tenang dan menaungi setiap harapan  Sabar dan ikhlas adalah dua sayap jiwa yang membuat kita mampu terbang di atas ujian kehidupan https://t.co/qikurubs06",1985521810755195053,https://pbs.twimg.com/ext_tw_video_thumb/1985521776919789571/pu/img/_Kij8GTsPvo_7ZVk.jpg,,in,107,,0,5,17,https://twitter.com/Yoen__AR/status/1985521810755195053,1438174983046402053,Yoen__AR
1988131079895855324,Tue Nov 11 06:26:01 +0000 2025,2,Barang-barang bermanfaat untuk kehidupan sehari-hari yang bisa banget di co pas tanggal kembar atau payday 🫵🏼 https://t.co/HYbXjg6tQf,1988131079895855324,https://pbs.twimg.com/media/G5dCobcaQAEjehC.jpg,,in,2,Bandung,0,1,1,https://twitter.com/rizrizkyamalia/status/1988131079895855324,106677050,rizrizkyamalia
1984500988011823268,Sat Nov 01 06:01:20 +0000 2025,224,"Cintai apa yang kamu miliki saat ini, sebelum kehidupan mengajarkanmu bagaimana mencintai apa yang telah hilang.” https://t.co/dzRxWxFDjk",1984500988011823268,https://pbs.twimg.com/media/G4pdIIjWoAAHolP.jpg,,in,224,United Arab Emirates,1,3,48,https://twitter.com/rab_Indo/status/1984500988011823268,1415745648448610307,rab_Indo
1988121607135785031,Tue Nov 11 05:48:23 +0000 2025,4,"Rasanya jadi pengen bikin cerita pendek buat Ra Zahir &amp; Ayrus di ModernAU!   Ceritanya yg ringan aja, slice of life tentang kehidupan anak sekolahan. Kontennya cukup manis gula-gula aja, nggak usah pake cerita berat kayak di komik asli mereka Sword And Wild Flower.  #イラスト #OC https://t.co/OwAS8Zb452",1988121607135785031,https://pbs.twimg.com/media/G5c6D1MbcAApuVs.jpg,,in,4,,0,2,0,https://twitter.com/ezor_virago/status/1988121607135785031,1787323242837098496,ezor_virago
1985146729831035184,Mon Nov 03 00:47:17 +0000 2025,427,Ajarkan diri untuk tak terlibat dengan urusan peribadi orang lain. Ajarkan diri untuk tidak berlebihan dalam menilai kehidupan orang lain dan ajarkan diri untuk memilih diam dari berbicara perkara yang sia-sia.,1985146729831035184,,,in,427,Kuala Lumpur City,3,1,240,https://twitter.com/jentikhati/status/1985146729831035184,840516246449799168,jentikhati
1987756707100193075,Mon Nov 10 05:38:24 +0000 2025,72,"menelisik kehidupan di peringatan hari pahlawan :  selalu saja ada pahlawan - pahlawan baru di masing - masing era, membuat kebaikan melampaui rata² manusia lainnya, meski mereka tak sadar bahwa tindakan mereka adalah tindak kepahlawanan, dan enggan disebut pahlawan  #celahawan https://t.co/qgnFVFzA5E",1987756707100193075,https://pbs.twimg.com/ext_tw_video_thumb/1987756394876129280/pu/img/OFUjaeYzP1r51R6d.jpg,,in,72,"Sleman, Indonesia",0,2,10,https://twitter.com/celoteh_paimin/status/1987756707100193075,1383877212940558338,celoteh_paimin
1987311223105593860,Sun Nov 09 00:08:12 +0000 2025,165,"Sering terdengar, ""Hidup di dunia hanya sekali, nikmatilah sesukamu.""  Tapi jarang yang sadar, ""Kehidupan berikutnya abadi, siapkan bekalmu.""  Semoga ada kata cukup untuk dunia yg terus memaksamu menjadi lebih dari segalanya🖤 https://t.co/2BJHs4oi3v",1987311223105593860,https://pbs.twimg.com/ext_tw_video_thumb/1987311163454201858/pu/img/1O7ilPpB0h25bqtK.jpg,,in,165,,0,5,29,https://twitter.com/hinata_hyugaa10/status/1987311223105593860,1110168280449208320,hinata_hyugaa10
1985888021200437346,Wed Nov 05 01:52:54 +0000 2025,156,"Ini ada yg mau menjamin kehidupan gue ga yaa, gue capek kerja mulu 😮‍💨",1985888021200437346,,,in,156,"in your mind, wherever you are",1,39,66,https://twitter.com/AnCintaQ/status/1985888021200437346,1914596948184842240,AnCintaQ
1988138566556471733,Tue Nov 11 06:55:53 +0000 2025,0,"Bapas Kelas II Muara Teweh berkomitmen melaksanakan pembimbingan secara menyeluruh, baik dari sisi hukum, sosial, maupun kepribadian. Melalui kegiatan keagamaan ini, diharapkan klien tidak hanya taat hukum,",1988138593626546329,,BapasMuaraTeweh,in,0,"Central Borneo, Indonesia",0,1,0,https://twitter.com/BapasMuaraTeweh/status/1988138593626546329,1265115771648139264,BapasMuaraTeweh
1988138566556471733,Tue Nov 11 06:55:48 +0000 2025,0,"menjalani masa integrasi. Materi disampaikan oleh Ustaz Muhammad Fahmi dari Pondok Pesantren Yasin Muara Teweh  yang membahas pentingnya pertobatan, tanggung jawab sosial, dan pembentukan karakter religius dalam menjalani kehidupan setelah masa pidana.",1988138575276503263,,BapasMuaraTeweh,in,0,"Central Borneo, Indonesia",0,1,0,https://twitter.com/BapasMuaraTeweh/status/1988138575276503263,1265115771648139264,BapasMuaraTeweh
1988138566556471733,Tue Nov 11 06:55:47 +0000 2025,0,sebagai bagian dari program pembimbingan dan reintegrasi sosial. Kegiatan ini bertujuan menanamkan nilai-nilai moral dan spiritual dalam proses pembinaan kepribadian klien.  Ceramah agama dilaksanakan di Masjid Darul Aman Muara Teweh dan diikuti oleh sejumlah klien yang sedang,1988138570868289640,,BapasMuaraTeweh,in,0,"Central Borneo, Indonesia",0,1,0,https://twitter.com/BapasMuaraTeweh/status/1988138570868289640,1265115771648139264,BapasMuaraTeweh
1988114149856149827,Tue Nov 11 06:55:27 +0000 2025,0,"@yupyupzy Selamat siang Kak. Railmin mohon maaf atas ketidaknyamanannya. Sehubungan dengan adanya penyesuaian pola perjalanan, sehingga pemesanan tiket beberapa KA Antarkota kelas Ekonomi bulan Desember 2025 belum dapat dilakukan. Kakak dapat pantau terus akun media sosial Railmin untuk",1988138486252102094,,yupyupzy,in,0,,0,0,0,https://twitter.com/KAI121/status/1988138486252102094,516165629,KAI121
1987483109592649846,Tue Nov 11 06:55:22 +0000 2025,0,"@Hendaruth @raajiws @TijeKoridorUI @InfotransportUI malah rute blue line tambahan ini bisa ngebantu red line yang tiap pagi sampai jam 10 ngga lewat rumpun sosial (FPsi–FEB), jadi penyebaran penumpang lebih merata ngga cuma ngandelin red line doang.",1988138465083748412,,BotyMapiah,in,0,,0,1,0,https://twitter.com/BotyMapiah/status/1988138465083748412,1317705732289036288,BotyMapiah
1988138382959276526,Tue Nov 11 06:55:02 +0000 2025,1,Testi 3394 - Joki Real Time UTS (Ujian Tengah Semester) Mata Kuliah Psikologi Sosial Yuk WA https://t.co/E2pbudTSvg #jokitugas #jokitugaskuliah https://t.co/GJfk3t8W4X,1988138382959276526,https://pbs.twimg.com/media/G5dJTqnbcAM_fDS.jpg,,in,1,,0,0,0,https://twitter.com/jokitugas1234/status/1988138382959276526,1490519224712056833,jokitugas1234
1988132777695531090,Tue Nov 11 06:54:01 +0000 2025,0,"@jayscrumb1011 Halo, selamat siang Bapak/Ibu @jayscrumb1011. Kami informasikan bahwa mengenai lowongan pekerjaan tidak terinformasi melalui layanan Sosial Media Instagram dari Bank Mandiri Taspen. Namun, kami bisa memberikan solusi yaitu: (1)",1988138126284562834,,jayscrumb1011,in,0,Jakarta Capital Region,0,1,0,https://twitter.com/MandiriTaspen/status/1988138126284562834,1027496658706153472,MandiriTaspen
1946094883867087039,Tue Nov 11 06:53:51 +0000 2025,1,Program MBG Solusi untuk Kesehatan dan Sosial Ekonomi https://t.co/QQpNimizhV,1988138081745281466,https://pbs.twimg.com/media/G5dJDKfbQAA3967.jpg,CiciAngsa2,in,1,"Kota Palembang, Sumatera Selat",0,0,0,https://twitter.com/CiciAngsa2/status/1988138081745281466,1564524497910108160,CiciAngsa2
1988138071863542139,Tue Nov 11 06:53:48 +0000 2025,0,Prabowo Ingin Karang Taruna dan Pramuka Aktif Kembali Bangun Kepedulian Sosial https://t.co/puwUnCXX0H,1988138071863542139,https://pbs.twimg.com/amplify_video_thumb/1988137924584763392/img/AkZEK7zU8Zc7DByt.jpg,,in,0,,0,0,0,https://twitter.com/ppidkabwajo/status/1988138071863542139,1929761416258662400,ppidkabwajo
1988138005572579825,Tue Nov 11 06:53:33 +0000 2025,0,"Kegiatan yang didukung Uni Eropa ini dibuka oleh Ateng Hartono, Deputi Bidang Statistik Sosial BPS RI dan dihadiri oleh Saiti Gusrini (European Union to Indonesia and Brunei Darussalam), Brigjen Pol. Adi Satya Perkasa (Kemenko Polhukam), Indah Nuria Savitri (Kemlu), ...",1988138009259360343,,bps_statistics,in,0,"Jakarta,Indonesia",0,1,0,https://twitter.com/bps_statistics/status/1988138009259360343,3021760068,bps_statistics
1988138670185206080,Tue Nov 11 06:56:11 +0000 2025,0,"Yayasan Pemberdayaan Masyarakat Amungme dan Kamoro (YPMAK) menggelar Ibadah Syukur dengan tema Merajut Sinergi, Menebar Manfaat sebagai bentuk ungkapan terima kasih atas penyertaan dan kerja sama seluruh pihak dalam pelaksanaan program-program pemberdayaan masyarakat.",1988138670185206080,,,in,0,Indonesia,0,1,0,https://twitter.com/MineIndo/status/1988138670185206080,534219856,MineIndo
1988122769025089964,Tue Nov 11 06:56:10 +0000 2025,0,"Digitalisasi hukum memastikan masyarakat mendapatkan akses informasi yang cepat, tepat, dan tanpa biaya.  Kanwil Kemenkum Bali #SetahunBerdampak #KemenkumBali #KementerianHukum #LayananHukumMakinMudah #EemNurmanah",1988138664367624370,,kemenkumbali,in,0,"Denpasar, Bali",0,0,0,https://twitter.com/kemenkumbali/status/1988138664367624370,843631095367192576,kemenkumbali
1988059342751592873,Tue Nov 11 06:55:55 +0000 2025,0,@syaikhu_ahmad Harapan terbaik untuk kelancaran dan program nya bermanfaat untuk masyarakat  #RakernasPKS2025,1988138601591566585,,syaikhu_ahmad,in,0,Indonesia,0,0,0,https://twitter.com/dikahdytt/status/1988138601591566585,1954911800044244992,dikahdytt
1988138566556471733,Tue Nov 11 06:55:54 +0000 2025,0,tetapi juga memiliki landasan moral yang kuat untuk berperan positif di masyarakat.  Kontributor : Humas Bapas Muara Teweh,1988138598051586512,,BapasMuaraTeweh,in,0,"Central Borneo, Indonesia",0,1,0,https://twitter.com/BapasMuaraTeweh/status/1988138598051586512,1265115771648139264,BapasMuaraTeweh
1988138566556471733,Tue Nov 11 06:55:51 +0000 2025,0,"“Ceramah agama ini diharapkan menjadi refleksi spiritual yang menguatkan niat klien untuk berubah dan hidup lebih baik di tengah masyarakat,” ujarnya.  Para klien menyambut kegiatan ini dengan antusias.",1988138584503972061,,BapasMuaraTeweh,in,0,"Central Borneo, Indonesia",0,1,0,https://twitter.com/BapasMuaraTeweh/status/1988138584503972061,1265115771648139264,BapasMuaraTeweh
1988138550244868430,Tue Nov 11 06:55:42 +0000 2025,1,"Babinsa Koramil 07/Juhar Kodim 0205/Tanah Karo, Serka R. Hutagalung, melaksanakan komsos bersama warga di Desa Juhar Ginting, Kec. Juhar, Kab. Karo. Kegiatan ini  untuk mempererat hubungan antara TNI dan masyarakat serta mendukung ketahanan pangan di wilayah Selasa (11/11/2025) https://t.co/MttK2w3SCj",1988138550244868430,https://pbs.twimg.com/media/G5dJd8NbcAQMcqi.jpg,,in,1,,0,0,0,https://twitter.com/Kodim0205/status/1988138550244868430,952114181972492288,Kodim0205
1988059342751592873,Tue Nov 11 06:55:09 +0000 2025,0,@syaikhu_ahmad Semoga seluruh rangkaian Rakernas PKS berlangsung lancar dan membawa manfaat besar untuk masyarakat luas #RakernasPKS2025,1988138409450447171,,syaikhu_ahmad,in,0,Indonesia,0,0,0,https://twitter.com/YZoelen34930/status/1988138409450447171,1689787488444006400,YZoelen34930
1988138393709293747,Tue Nov 11 06:55:05 +0000 2025,0,"Kepala Dinas Pemberdayaan Masyarakat dan Desa (PMD) Provinsi Kalimantan Tengah, H. Aryawan ikuti Rapat Koordinasi Percepatan Pendataan Lahan untuk Pembangunan Fisik Gerai, Pergudangan, dan Kelengkapan Koperasi Desa/Kelurahan Merah Putih (KDKMP) https://t.co/isCLHke20q",1988138393709293747,https://pbs.twimg.com/media/G5dJMRRagAAb0Cr.jpg,,in,0,Palangka Raya,0,1,0,https://twitter.com/dpmdkalteng/status/1988138393709293747,1512594544805638146,dpmdkalteng
1988138347991363763,Tue Nov 11 06:54:54 +0000 2025,0,Kemandirian pangan berawal dari kepedulian. Pelajari dari mana makananmu datang dan apresiasi jalannya. Mari berubah menjadi masyarakat yang menghargai pangan.  Energi Untuk Negeri https://t.co/75MrX06SPH,1988138347991363763,https://pbs.twimg.com/media/G5dJRlvbIAAODYM.jpg,,in,0,,0,0,0,https://twitter.com/vanessa_auree/status/1988138347991363763,1972946918314848256,vanessa_auree
1988138295600312565,Tue Nov 11 06:54:42 +0000 2025,0,"Kami tidak sempurna, tetapi kami selalu berusaha memberikan yang terbaik untuk Masyarakat https://t.co/SZYzTUTGQp",1988138295600312565,https://pbs.twimg.com/ext_tw_video_thumb/1988138208279097347/pu/img/TnOxkPDrQ1AkBULX.jpg,,in,0,"Tebing Tinggi, Indonesia",0,0,0,https://twitter.com/Lantastebing/status/1988138295600312565,1182189128743436288,Lantastebing
