tweet_id,user_screen_name,created_at,text,like_count,retweet_count,reply_count,quote_count,view_count
1987156410694869165,yaimrisa,Sat Nov 08 13:53:02 +0000 2025,"another day another menemukan penipu day! #zonauang  penipu guys ini akunnya: @aerisprinkle   qris atas nama JIRO CELL, ni muka penipunya di wa bisnis   nomor hp: +62 838-4678-5434 +6283846785434 083846785434 https://t.co/bwLEj79qCx",4,6,0,2,
1987121709720477824,jokih2h,Sat Nov 08 11:35:09 +0000 2025,"Jasa Joki Tugas Open 🤩📝  Mapping, Poster Infografis, Essai Essay, Makalah, Review Jurnal, Rapikan File, Ilmu Politik, Hukum, Paper, Psikologi, Filsafat Ilmu, Rangkum Resume, PPT, HI, Opini Publik, Etika Bisnis, Ilmu Komunikasi,  Hubungan Masyarakat, Ospek #jokitugas #zonauang https://t.co/t8d3ttMRU2",10,3,0,0,
1983935283004670045,inilahdotcom,Thu Oct 30 16:33:25 +0000 2025,"Jejak Tambang di Balik Kekuasaan Gubernur Cantik Malut  Nama Sherly Tjoanda Laos belakangan ramai dibicarakan bukan hanya karena statusnya sebagai Gubernur Maluku Utara, tapi juga karena gurita bisnis tambang keluarganya yang makin kuat setelah ia berkuasa.  Jaringan Advokasi https://t.co/m1AtS0oSaE",101,58,13,3,
1988135648520179978,Unair_Official,Tue Nov 11 06:44:11 +0000 2025,"Bangun generasi muda yang cerdas finansial dan siap menghadapi tantangan global! 💪  UNAIR berkesempatan menghadirkan Menteri Keuangan RI, Purbaya Yudhi Sadewa, dalam Studium Generale Dies Natalis ke-71.  Dari kebijakan nasional hingga peran UMKM, semua dibahas dalam suasana https://t.co/dNe5bAdxyd",4,0,0,0,
1988135124244808144,inilahdotcom,Tue Nov 11 06:42:06 +0000 2025,"Menteri Keuangan RI, Purbaya Yudhi Sadewa, mengunjungi SMA Negeri 3 Jakarta, Senin (10/11/2025).  Kedatangannya ini merupakan bagian dari partisipasinya pada dalam program Kemenkeu Mengajar 10.  Tampak ia mengajar kelas ekonomi mengenai Anggaran Pendapatan dan Belanja Negara https://t.co/0VanOLbpBD",3,1,0,0,
1984135792642371960,tanyarlfes,Fri Oct 31 05:50:11 +0000 2025,gaji pertamaku setelah hampir 2 tahun nganggur. akhirnya bisa bantu keuangan keluarga 🥺 💚 https://t.co/EMNArS7A7b,14236,430,1030,137,
1986691827177824728,tvindonesiawkwk,Fri Nov 07 07:06:57 +0000 2025,"ChatGPT udah ngga bisa kasih saran hukum, kesehatan dan keuangan https://t.co/sShprY2Scs",157,22,12,7,
1987128616816455784,txtfromkeuangan,Sat Nov 08 12:02:35 +0000 2025,"Ada 3 pelajaran tentang keuangan di umur 30an.   ✅️ jangan ambil KPR ✅️ gausah kredit mobil  Sekali masuk lingkar setan 2 utang itu, beresinnya hampir setengah umur idup.  Ada yang mau nambahin?",2627,736,90,71,
1986753944354222206,officialinews_,Fri Nov 07 11:13:47 +0000 2025,Menteri Keuangan Purbaya Yudhi Sadewa berencana mengubah harga rupiah atau redenominasi dari Rp1.000 jadi Rp1. Aturan itu ditarget rampung pada 2027 mendatang.  Hal itu tertuang dalam Peraturan Menteri Keuangan (PMK) Nomor 70 Tahun 2025 yang ditetapkan pada 10 Oktober 2025. https://t.co/Ll0oNZVdEU,5,0,3,0,
1987355304582127683,kumparan,Sun Nov 09 03:03:22 +0000 2025,"Menteri Keuangan Purbaya Yudhi Sadewa tengah menyusun kajian potensi barang kena cukai baru, mulai dari diapers atau popok, alat makan dan minum sekali pakai, hingga tisu basah. Kajian ini tercantum dalam PMK Nomor 70 Tahun 2025 tentang Rencana Strategis Kementerian Keuangan https://t.co/OMSce9HbaV",291,94,109,198,
1986009497589211262,susno2g,Wed Nov 05 09:55:37 +0000 2025,"Presiden Prabowo jng asal omong masalah Whoosh dia yg tjwb, hrs pikirkan dampak hukum dan dampak keuangan nya ,, https://t.co/dYspYut6lH",1733,682,352,45,
1988123882646393137,NayDonuts,Tue Nov 11 05:57:25 +0000 2025,"𝗗𝗘𝗠𝗜 𝗖𝗨𝗔𝗡 𝗜𝗡𝗦𝗧𝗔𝗡  Kejari Kutim menetapkan J, Kaur Keuangan Desa Bumi Etam, Kutai Timur, sebagai tersangka korupsi APBDes 2024  Dana publik yg seharusnya utk pembangunan desa, malah dibakar di aplikasi pengganda uang  Mau cepat kaya, ujungnya malah cepat masuk bui 😃 https://t.co/uQtY7awH62",35,32,27,0,
1986725181671252361,inilahdotcom,Fri Nov 07 09:19:29 +0000 2025,"Kementerian Keuangan (Kemenkeu) menyiapkan Rancangan Undang-Undang (RUU) tentang Perubahan Harga Rupiah atau redenominasi.   Langkah ini tercantum dalam Peraturan Menteri Keuangan (PMK) Nomor 70 Tahun 2025 tentang Rencana Strategis Kemenkeu Tahun 2025–2029, yang ditetapkan pada https://t.co/GhbEcFQxCD",2,0,1,0,
1985989349192921215,beautales_,Wed Nov 05 08:35:33 +0000 2025,the reason why i love going to Pasar Senen: kacamata cuma 150 ribu udah frame &amp; lensa  WORTH THE HYPEEE MAU BALIK LAGI 😭🤍 https://t.co/7ZnxCe7TkR,399,157,84,32,
1988138675730026921,MineIndo,Tue Nov 11 06:56:12 +0000 2025,"Melalui ibadah syukur ini, YPMAK menegaskan kembali komitmennya untuk terus memperkuat sinergi dgn seluruh pemangku kepentingan, dalam upaya meningkatkan kesejahteraan masyarakat di wilayah sekitar operasional PTFI, khususnya di bidang pendidikan, kesehatan, dan ekonomi.",0,0,1,0,
1988138517059564027,harus_haris,Tue Nov 11 06:55:34 +0000 2025,"@thonkky9 @tanyakanrl Ya selama dia udah berusaha memenuhi kewajibannya, tp ternyata ekonomi keluarganya masih kurang dan kamunya mau jg, ya g mslh. Namanya pernikahan kan kerja sama, sama2 effort. Ga ada salahnya jg bekerja, kalo amit2 nanti si cowok kenapa2, seenggaknya masih bisa bertahan sendiri.",0,0,0,0,
1988138486252102094,KAI121,Tue Nov 11 06:55:27 +0000 2025,"@yupyupzy Selamat siang Kak. Railmin mohon maaf atas ketidaknyamanannya. Sehubungan dengan adanya penyesuaian pola perjalanan, sehingga pemesanan tiket beberapa KA Antarkota kelas Ekonomi bulan Desember 2025 belum dapat dilakukan. Kakak dapat pantau terus akun media sosial Railmin untuk",0,0,1,0,
1988138525049713040,jeroanayamenak,Tue Nov 11 06:55:36 +0000 2025,"Lahh pendapatan emang B paling gacor, agensi itu bisnis siapa yg menjual itu yg bakal di tread dengan baik biar makin cuan.  Dan yg nggak habis pikir dari chen itu kenapa dia berani sok2an nuntut SM disaat solo stan makin dikit stelah nikah ??",0,0,0,0,
1988138197814268095,sequoiaaji,Tue Nov 11 06:54:18 +0000 2025,"ada yang butuh/mau sewa siaran bisnis wa business gakk? aku ada l, tapi jelasin mekanismenya duluu #jobreceh #zonauang",0,0,0,0,
1988138166944240012,Katherin_Mailoa,Tue Nov 11 06:54:11 +0000 2025,"Nama PT Wana Kencana Sejati (WKS) kembali mencuat ke permukaan setelah konflik patok antara PT WKM dan PT Position makin mengeras di Halmahera Timur. Perusahaan ini diketahui menjalin kerja sama operasional dengan PT Position,  selengkapnya di https://t.co/NOlVCSlv0s",0,0,0,0,
1988137862467121219,harnjihoon,Tue Nov 11 06:52:58 +0000 2025,"@neingie otak bisnis ini seketika terpanggil kak. pasti mampu gak sih kan duit lu banyak kak (https://t.co/XFEaIBSXoi) kayak gini doang kok pasti murah. GELI DIKIT BACANYA ASLI sampe mau nangis. orang cantik kayak kak ningning biasanya punya barang kesukaan, kepo dong pen tau",0,0,0,0,
1988137083882590273,rimapurwasih,Tue Nov 11 06:49:53 +0000 2025,@P3gEl Bobby &amp; luhut dominasi bisnis di sumut,0,0,0,0,
1988136744613773433,hrusbersyukur,Tue Nov 11 06:48:32 +0000 2025,"Day 1 bisnis😁 Yg mau co shopee vip lg yok dm, feenya murah aja.. makin banyak co nanti ku kasih diskon😍 https://t.co/4J7QPYyKA9",0,0,0,0,
1988135133095096795,maniskuhhh,Tue Nov 11 06:42:08 +0000 2025,@cinderellui nambah bisnis lagi 😭,0,0,0,0,
1988134759504171276,ngejokiajayuk,Tue Nov 11 06:40:39 +0000 2025,"open buat kalian yang butuh joki tugas/ujian - Pajak, Brevet AB, Pemeriksaan pajak, Etika bisnis, SPT Badan - Auditing - ASP - manajemen - SIA - MAKALAH - Resume - PPT - PPN, PPh 21 - CV ATS Langsung ke link bio #jokitugas #zonauang️ #zonajajan #jokitugaskuliah #jokitugasmurah",0,0,0,0,
1988134718597210173,tanned_guy,Tue Nov 11 06:40:29 +0000 2025,"@tkgit1 @pamankecilke6 @tanyakanrl duh mas, kalo bukan bisnis ngapain swasta bikin sppg, ngapain kerja di sppg kalo itu bukan ""bisnis"", makan siang gratis ga ""pure"" gratis mas, tetep pake pajak juga itu",0,0,0,0,
1988134557280088437,ngejokiajayuk,Tue Nov 11 06:39:50 +0000 2025,"open buat yang butuh joki tugas - Pajak, PPN, PPh 21, Etika bisnis, PBB, SPT badan - Auditing - TA - ASP - manajemen - SIA - MAKALAH - Resume - PPT - Brevet AB - Pembuatan CV Langsung ke link bio #jokitugas #zonauang️ #zonajajan #jokitugaskuliah #jokitugasmurah #jokipajak",0,0,0,0,
1988138422117257655,officialinews_,Tue Nov 11 06:55:12 +0000 2025,"Menteri Keuangan Purbaya Yudhi Sadewa menepis anggapan bahwa Kementerian Keuangan menjadi pihak utama dalam mendorong redenominasi rupiah. Padahal, kata Purbaya, kebijakan tersebut sepenuhnya akan ditentukan oleh Bank Indonesia (BI) sebagai otoritas moneter.   “Saya nggak tahu, https://t.co/Df5Io3V0BJ",0,0,0,0,
1988137867982631286,detikfinance,Tue Nov 11 06:53:00 +0000 2025,Menteri Keuangan Purbaya Yudhi Sadewa optimis rasio penerimaan pajak terhadap produk domestik bruto (PDB) alias tax ratio akan meningkat di 2025. Apa upayanya? https://t.co/iaUVFEmGYo,0,0,0,0,
1988137474254926228,RezaPraatama,Tue Nov 11 06:51:26 +0000 2025,"Fraksi Golkar Robert Sebut Soeharto Layak Menyandang Gelar Pahlawan Nasional, Berkontribusi Besar di Pembangunan Papua https://t.co/4TOfuWQouJ lewat @Keuangan News https://t.co/5JqLB2LeKD",0,0,0,0,
1988137451148456364,PALumajang,Tue Nov 11 06:51:20 +0000 2025,"Dalam rangka mendukung peningkatan kompetensi SDM di bidang keuangan negara, Kasubbag Umum dan Keuangan PA Lumajang, Faris Handoko, S.H., mengikuti Webinar pada hari Kamis, 6 November 2025, mulai pukul 08.30 WIB. Selengkapnya...!!!👇👇👇 https://t.co/PCn5ZkGtmy https://t.co/0PUWCNSdO2",0,0,0,0,
1988137045672468845,sikapiuangmu,Tue Nov 11 06:49:44 +0000 2025,"Sobat, pernah nggak sih merasa usahamu punya potensi besar, tapi susah dapat pinjaman dari bank karena dianggap belum cukup “bankable”?  Nah, di sinilah Lembaga Penjaminan berperan menjadi “jembatan” antara Sobat dan lembaga keuangan agar akses pembiayaan jadi lebih mudah.  (1/2) https://t.co/eEHwxPvRtd",3,0,1,0,
1988135648520179978,Unair_Official,Tue Nov 11 06:44:11 +0000 2025,"Bangun generasi muda yang cerdas finansial dan siap menghadapi tantangan global! 💪  UNAIR berkesempatan menghadirkan Menteri Keuangan RI, Purbaya Yudhi Sadewa, dalam Studium Generale Dies Natalis ke-71.  Dari kebijakan nasional hingga peran UMKM, semua dibahas dalam suasana https://t.co/dNe5bAdxyd",5,0,0,0,
1988135486863585358,Selirayu,Tue Nov 11 06:43:32 +0000 2025,"@camadeire ️️ Betul! Sesederhana gantungan baju saja kok warna dan bentuknya bisa lucu. Jadinya nggak bisa berhenti klik CO, terus nanti menyesal kemudian waktu lihat rekap keuangan, hahaha.  Iya, Mbak! Mbak juga suka simpan stock bawang goreng?  ️️",0,0,0,0,
1988135124244808144,inilahdotcom,Tue Nov 11 06:42:06 +0000 2025,"Menteri Keuangan RI, Purbaya Yudhi Sadewa, mengunjungi SMA Negeri 3 Jakarta, Senin (10/11/2025).  Kedatangannya ini merupakan bagian dari partisipasinya pada dalam program Kemenkeu Mengajar 10.  Tampak ia mengajar kelas ekonomi mengenai Anggaran Pendapatan dan Belanja Negara https://t.co/0VanOLbpBD",3,1,0,0,
1988134938500362334,edirnbugh,Tue Nov 11 06:41:21 +0000 2025,"Yuhu Aku Buka Jasa Joki :  1. Tugas Akuntansi (Pengantar Akuntansi, Akuntansi Keuangan, AKL) 2. Siklus Akuntansi (Jasa &amp; Dagang)  3. Ujian Realtime Akuntansi  4. Praktikum Akuntansi  5. Akun biaya https://t.co/kEqb7oePCQ Dijamin amanah &amp; fee bisa nego #jokitugas #zonauang 547 https://t.co/lFujwvRm06",0,0,0,0,
1988134902873862171,antaranews,Tue Nov 11 06:41:13 +0000 2025,Kepala Departemen Pengawasan Perilaku Pelaku Usaha Jasa Keuangan OJK Bernard Wijaya mengatakan kepercayaan publik adalah mata uang tertinggi.   https://t.co/BC14MxhtRs,0,0,0,0,
1988138616858820865,PBebandem,Tue Nov 11 06:55:58 +0000 2025,"Kegiatan pengamanan pasar Bebandem, Pada Hari Selasa Tanggal  11 Nopember 2025 Pukul 07.00 wita s/d Selesai di Pasar umum Desa Bebandem.  Kegiatan pengamanan dipimpin Wakapolsek Bebandem IPTU I NYOMAN SEMADI, Bersama anggota Cadangan SPKT Regu III dan personil. https://t.co/lmgpdez8Hy",0,0,0,0,
1988138521451012369,landonoffish,Tue Nov 11 06:55:35 +0000 2025,kalo di sini rame kaya pasar isinya orang histeris lagi krn cm ada 1 rs wkwk,0,0,0,0,
1988138513104335118,HumasMimika,Tue Nov 11 06:55:34 +0000 2025,"Polsek Kuala Kencana menggelar kegiatan Pasar Murah sebagai bagian dari Gerakan Pangan Murah untuk menstabilkan pasokan dan harga pangan beras di Kabupaten Mimika. Kegiatan ini berlangsung di depan Kantor Polsek Kuala Kencana, Jalan Poros Agimuga, Distrik Kuala Kencana, Provinsi https://t.co/q71fynvOJH",0,0,0,0,
1988138784412799283,cherrymochagirl,Tue Nov 11 06:56:38 +0000 2025,publish jurnal sinta 4 ekonomi dong sebut fee yaa #zonauang #zonajajan,1,0,1,0,
1988138517059564027,harus_haris,Tue Nov 11 06:55:34 +0000 2025,"@thonkky9 @tanyakanrl Ya selama dia udah berusaha memenuhi kewajibannya, tp ternyata ekonomi keluarganya masih kurang dan kamunya mau jg, ya g mslh. Namanya pernikahan kan kerja sama, sama2 effort. Ga ada salahnya jg bekerja, kalo amit2 nanti si cowok kenapa2, seenggaknya masih bisa bertahan sendiri.",0,0,0,0,
1988138486252102094,KAI121,Tue Nov 11 06:55:27 +0000 2025,"@yupyupzy Selamat siang Kak. Railmin mohon maaf atas ketidaknyamanannya. Sehubungan dengan adanya penyesuaian pola perjalanan, sehingga pemesanan tiket beberapa KA Antarkota kelas Ekonomi bulan Desember 2025 belum dapat dilakukan. Kakak dapat pantau terus akun media sosial Railmin untuk",0,0,1,0,
1988138403486200304,UMonline,Tue Nov 11 06:55:07 +0000 2025,"AminoVITAL bekal tenaga kepada 13,000 peserta Garmin Run Asia 2025  https://t.co/3DSwQWsFIk",0,0,0,0,
1988138401451917465,detikcom,Tue Nov 11 06:55:07 +0000 2025,"Perusahaan konsultan global sektor real estate, pariwisata dan pembangunan ekonomi, Resonance Consultancy merilis Laporan Kota Terbaik Dunia 2026. London juara! https://t.co/1Sx9ei1Zha",1,0,0,0,
1988138381323497944,grok,Tue Nov 11 06:55:02 +0000 2025,"@Calvinhid @rowiya8x @Ndrewstjan Ya, stabilisasi ekonomi pasca-hiperinflasi Sukarno yang hampir memusnahkan generasi menunjukkan jasa besar Suharto. Bantuan beras AS via PL-480 tahun 1967 mencegah kelaparan massal lebih parah, membangun fondasi Orde Baru. Namun, warisan lengkapnya—termasuk otoritarianisme dan",0,0,0,0,
1988138330614362547,gominsiq,Tue Nov 11 06:54:50 +0000 2025,"Halo! @minduscorner open joki tugas skripsi ya  #zonauang - kedokteran umum, keperawatan, psikologi, gizi - ekonomi, akuntansi, manajemen, perbankan, ilkom - olah data spss, eviews, smartpls, jamovi  ☎ wa on bio 🍀",0,0,0,0,
1988138314139136145,UMonline,Tue Nov 11 06:54:46 +0000 2025,Equinix capai kemajuan utama dalam pembinaan pusat data kedua di Johor  https://t.co/SHHHXnX5Z7,0,0,0,0,
1988138239044309219,ramydhia,Tue Nov 11 06:54:28 +0000 2025,2 jam mengamati kondisi ekonomi Thailand. https://t.co/2X3W9YurC9,0,0,0,0,
1988138228478865550,UMonline,Tue Nov 11 06:54:26 +0000 2025,"Proton buka tempahan Saga Serba Baharu, harga bermula RM40,000  https://t.co/UUyyWzrA9b",0,0,0,0,
1988138719795388522,harjonoabi,Tue Nov 11 06:56:23 +0000 2025,"@kompascom Modal air nol rupiah, dijual 1000/600 ml saja dah untung 1000 persen 😄😄, sisanya buat biaya pembotolan,tenaga kerja dan listrik, bisnis paling gurih di Republik ini",0,0,0,0,
1988138525049713040,jeroanayamenak,Tue Nov 11 06:55:36 +0000 2025,"Lahh pendapatan emang B paling gacor, agensi itu bisnis siapa yg menjual itu yg bakal di tread dengan baik biar makin cuan.  Dan yg nggak habis pikir dari chen itu kenapa dia berani sok2an nuntut SM disaat solo stan makin dikit stelah nikah ??",0,0,0,0,
1988138197814268095,sequoiaaji,Tue Nov 11 06:54:18 +0000 2025,"ada yang butuh/mau sewa siaran bisnis wa business gakk? aku ada l, tapi jelasin mekanismenya duluu #jobreceh #zonauang",0,0,0,0,
1988138166944240012,Katherin_Mailoa,Tue Nov 11 06:54:11 +0000 2025,"Nama PT Wana Kencana Sejati (WKS) kembali mencuat ke permukaan setelah konflik patok antara PT WKM dan PT Position makin mengeras di Halmahera Timur. Perusahaan ini diketahui menjalin kerja sama operasional dengan PT Position,  selengkapnya di https://t.co/NOlVCSlv0s",0,0,0,0,
1988137862467121219,harnjihoon,Tue Nov 11 06:52:58 +0000 2025,"@neingie otak bisnis ini seketika terpanggil kak. pasti mampu gak sih kan duit lu banyak kak (https://t.co/XFEaIBSXoi) kayak gini doang kok pasti murah. GELI DIKIT BACANYA ASLI sampe mau nangis. orang cantik kayak kak ningning biasanya punya barang kesukaan, kepo dong pen tau",0,0,0,0,
1988137083882590273,rimapurwasih,Tue Nov 11 06:49:53 +0000 2025,@P3gEl Bobby &amp; luhut dominasi bisnis di sumut,0,0,0,0,
1988136744613773433,hrusbersyukur,Tue Nov 11 06:48:32 +0000 2025,"Day 1 bisnis😁 Yg mau co shopee vip lg yok dm, feenya murah aja.. makin banyak co nanti ku kasih diskon😍 https://t.co/4J7QPYyKA9",0,0,0,0,
1988135133095096795,maniskuhhh,Tue Nov 11 06:42:08 +0000 2025,@cinderellui nambah bisnis lagi 😭,0,0,0,0,
1988134759504171276,ngejokiajayuk,Tue Nov 11 06:40:39 +0000 2025,"open buat kalian yang butuh joki tugas/ujian - Pajak, Brevet AB, Pemeriksaan pajak, Etika bisnis, SPT Badan - Auditing - ASP - manajemen - SIA - MAKALAH - Resume - PPT - PPN, PPh 21 - CV ATS Langsung ke link bio #jokitugas #zonauang️ #zonajajan #jokitugaskuliah #jokitugasmurah",0,0,0,0,
1988134718597210173,tanned_guy,Tue Nov 11 06:40:29 +0000 2025,"@tkgit1 @pamankecilke6 @tanyakanrl duh mas, kalo bukan bisnis ngapain swasta bikin sppg, ngapain kerja di sppg kalo itu bukan ""bisnis"", makan siang gratis ga ""pure"" gratis mas, tetep pake pajak juga itu",0,0,0,0,
1988134557280088437,ngejokiajayuk,Tue Nov 11 06:39:50 +0000 2025,"open buat yang butuh joki tugas - Pajak, PPN, PPh 21, Etika bisnis, PBB, SPT badan - Auditing - TA - ASP - manajemen - SIA - MAKALAH - Resume - PPT - Brevet AB - Pembuatan CV Langsung ke link bio #jokitugas #zonauang️ #zonajajan #jokitugaskuliah #jokitugasmurah #jokipajak",0,0,0,0,
1988134302991991010,agusset1awan,Tue Nov 11 06:38:50 +0000 2025,"@salam4jari Perseroan melakukan rightsizing terhadap 413 karyawan pada 15 Sep 2025, membuat jumlah tenaga kerja tersisa hanya tiga orang. Perseroan kemudian melakukan rekrutmen ulang 18 karyawan pd akhir September, menyesuaikan SDM sesuai model bisnis terbatas.  https://t.co/wwXSjlvcWV",2,0,0,0,
1988134133730791608,blitaristekno,Tue Nov 11 06:38:09 +0000 2025,"Bisnis jalan, tapi pelanggan gitu-gitu aja? 😅 Mungkin udah saatnya punya website sendiri 🚀 #bisnis #website #solusi #digital #promosi #layanan #blitaristekno #blitar #trend https://t.co/TB33uwF1Nz",0,0,0,0,
1988133834383372777,tkgit1,Tue Nov 11 06:36:58 +0000 2025,"@tanned_guy @pamankecilke6 @tanyakanrl secara legal formal mbg itu bukan bisnis,yg menaungi dapur/sppg aja BH nya yayasan bukan PT atau CV",0,0,1,0,
1988133644440125854,shuujizh,Tue Nov 11 06:36:13 +0000 2025,joki tugas operasi bisnis dongg yang beneran bisa #zonauangᅠ,1,0,10,0,
1988133309738873120,dodigamaliel,Tue Nov 11 06:34:53 +0000 2025,"@megjustmeghan @f1speed_indo Sepengetahuan saya FCA tidak pernah jadi owner Juventus, tapi satu kepemilikan di bawah Exor (grup bisnis keluarga Agnelli).",0,0,0,0,
1988132891210240324,optibisid,Tue Nov 11 06:33:13 +0000 2025,"Pernah kepikiran nggak kalau akun sosial media bisnis kamu tiba-tiba ke-suspend atau
hilang? 😱  Di sinilah pentingnya punya website sendiri!  💬 Konsultasi gratis: 0877-7257-7020 🌐 Lihat portofolio: https://t.co/bCtTCJNofK  #digitalmarketing #sosialmediamarketing #godigital https://t.co/5r3J295Hf3",0,0,0,0,
1988132661903454707,thelaps_,Tue Nov 11 06:32:18 +0000 2025,"@setyamickala Total habis di MLM/PONZI/INVESTASI BODONG/SCAM BISNIS 400JT. Total habis di crypto 120jt.  Total habis di airdrop 18jt Total habis di judi bola 60jt.   Semua bukan murni uang pribadi hasil dari hoki bisnis MLM, airdrop, gambling crypto, judi bola uang pribadi. Sekarang nol lagi.",0,0,0,0,
1988132502238884127,kuliner_SKA,Tue Nov 11 06:31:40 +0000 2025,Bisnis Kemitraan di Yogyakarta https://t.co/6xekaW5nn5,0,0,0,0,
1988132317794365889,usapgi,Tue Nov 11 06:30:56 +0000 2025,"@muncorner hubungan sesama manusia itu adalah bisnis. baik mah emg harus tp ga semua org pantes dapet 100% baiknya km. selama orang itu bisa 50 50 ke km ya km ga harus mempertanyakan kebaikan km ke dia, tp kalo org itu ga nguntungin gimana? baik secukupnya aja tanpa merugikan orang tsb",0,0,0,0,
1988138926729818540,enjipeaches,Tue Nov 11 06:57:12 +0000 2025,joki manajemen keuangan #zonauang #zonajajan,0,0,0,0,
1988138422117257655,officialinews_,Tue Nov 11 06:55:12 +0000 2025,"Menteri Keuangan Purbaya Yudhi Sadewa menepis anggapan bahwa Kementerian Keuangan menjadi pihak utama dalam mendorong redenominasi rupiah. Padahal, kata Purbaya, kebijakan tersebut sepenuhnya akan ditentukan oleh Bank Indonesia (BI) sebagai otoritas moneter.   “Saya nggak tahu, https://t.co/Df5Io3V0BJ",0,0,0,0,
1988137867982631286,detikfinance,Tue Nov 11 06:53:00 +0000 2025,Menteri Keuangan Purbaya Yudhi Sadewa optimis rasio penerimaan pajak terhadap produk domestik bruto (PDB) alias tax ratio akan meningkat di 2025. Apa upayanya? https://t.co/iaUVFEmGYo,0,0,0,0,
1988137474254926228,RezaPraatama,Tue Nov 11 06:51:26 +0000 2025,"Fraksi Golkar Robert Sebut Soeharto Layak Menyandang Gelar Pahlawan Nasional, Berkontribusi Besar di Pembangunan Papua https://t.co/4TOfuWQouJ lewat @Keuangan News https://t.co/5JqLB2LeKD",0,0,0,0,
1988137451148456364,PALumajang,Tue Nov 11 06:51:20 +0000 2025,"Dalam rangka mendukung peningkatan kompetensi SDM di bidang keuangan negara, Kasubbag Umum dan Keuangan PA Lumajang, Faris Handoko, S.H., mengikuti Webinar pada hari Kamis, 6 November 2025, mulai pukul 08.30 WIB. Selengkapnya...!!!👇👇👇 https://t.co/PCn5ZkGtmy https://t.co/0PUWCNSdO2",0,0,0,0,
1988137045672468845,sikapiuangmu,Tue Nov 11 06:49:44 +0000 2025,"Sobat, pernah nggak sih merasa usahamu punya potensi besar, tapi susah dapat pinjaman dari bank karena dianggap belum cukup “bankable”?  Nah, di sinilah Lembaga Penjaminan berperan menjadi “jembatan” antara Sobat dan lembaga keuangan agar akses pembiayaan jadi lebih mudah.  (1/2) https://t.co/eEHwxPvRtd",3,0,1,0,
1988135648520179978,Unair_Official,Tue Nov 11 06:44:11 +0000 2025,"Bangun generasi muda yang cerdas finansial dan siap menghadapi tantangan global! 💪  UNAIR berkesempatan menghadirkan Menteri Keuangan RI, Purbaya Yudhi Sadewa, dalam Studium Generale Dies Natalis ke-71.  Dari kebijakan nasional hingga peran UMKM, semua dibahas dalam suasana https://t.co/dNe5bAdxyd",5,0,0,0,
