tweet_id,user_screen_name,created_at,text,like_count,retweet_count,reply_count,quote_count,view_count
1987063588788515118,IamPrasPrasetja,Sat Nov 08 07:44:12 +0000 2025,"BTS itu GAK PENTING, RM itu GAK PENTING, Army Indonesia itu GAK PENTING buat warga negara Indonesia.  Gila kalian sampai tega harassing innocent women &amp; men yg kerja keras di Somethinc, cuma karena ""ngerasa"" admin Somethinc menghina.  Itu proyeksi namanya tolol, lu ngerasa-rasa. https://t.co/xcnQX9FDPB",24072,4543,281,2469,
1987812887252095319,prabowo,Mon Nov 10 09:21:38 +0000 2025,"Dalam rangka memperingati Hari Pahlawan, hari ini saya secara resmi menganugerahkan gelar Pahlawan Nasional kepada sepuluh tokoh bangsa, sebagai bentuk penghargaan atas perjuangan dan pengabdian mereka terhadap bangsa dan negara, yaitu:   1.⁠ ⁠Almarhum K.H. Abdurrahman Wahid https://t.co/jDN4MYGWSR",1011,227,349,61,
1987365107257782331,Boediantar4,Sun Nov 09 03:42:19 +0000 2025,SUARA RAKYAT Nasib negara yg kaya akan SDA https://t.co/EPfZHybogl,269,133,9,3,
1988135124244808144,inilahdotcom,Tue Nov 11 06:42:06 +0000 2025,"Menteri Keuangan RI, Purbaya Yudhi Sadewa, mengunjungi SMA Negeri 3 Jakarta, Senin (10/11/2025).  Kedatangannya ini merupakan bagian dari partisipasinya pada dalam program Kemenkeu Mengajar 10.  Tampak ia mengajar kelas ekonomi mengenai Anggaran Pendapatan dan Belanja Negara https://t.co/0VanOLbpBD",3,1,0,0,
1987731947033084218,tempodotco,Mon Nov 10 04:00:01 +0000 2025,"Foto Soeharto, Marsinah, hingga Gus Dur terpajang di Istana Negara. https://t.co/hCvJoZ0g8h",2423,450,223,909,
1988135648520179978,Unair_Official,Tue Nov 11 06:44:11 +0000 2025,"Bangun generasi muda yang cerdas finansial dan siap menghadapi tantangan global! 💪  UNAIR berkesempatan menghadirkan Menteri Keuangan RI, Purbaya Yudhi Sadewa, dalam Studium Generale Dies Natalis ke-71.  Dari kebijakan nasional hingga peran UMKM, semua dibahas dalam suasana https://t.co/dNe5bAdxyd",5,0,0,0,
1987866127796723872,watchdoc_ID,Mon Nov 10 12:53:12 +0000 2025,"Saksikan ""Kebijakan Ekonomi Soeharto: Yang Kaya Semakin Kaya"" di Youtube Watchdoc Image  https://t.co/nNSSGdViLc  Soeharto naik menggantikan Sukarno, di tengah inflasi 600%, krisis pangan, dan ekonomi nyaris ambruk. Lalu lahirlah sekelompok ekonom yang disebut “Mafia Berkeley.” https://t.co/FFAzH5csmT",213,111,6,3,
1987357864894304714,susno2g,Sun Nov 09 03:13:32 +0000 2025,"@PurbayaYudhi ,@kementan ,@KemenkeuRI , @prabowo , @KompasTV , @Metro_TV , @tempodotco , @tvOneNews ; Menteri terbaik kabinet saat ini baru ada 2 irg ini ; Pk Pur - baya dan Pk Amran ; benar-benar kebijakan nya memihak rkyt https://t.co/PKcPByF4Rv",60,22,7,0,
1988058653929422923,bank_indonesia,Tue Nov 11 01:38:14 +0000 2025,"#SobatRupiah, pasti sudah tahu kan, kalau Real Estate, Perumahan Rakyat, Konstruksi merupakan salah satu sektor prioritas dari Kebijakan Insentif Likuiditas Makroprudensial Bank Indonesia? Selain berkontribusi tinggi terhadap pertumbuhan ekonomi, sektor ini juga bisa memperluas https://t.co/VLy1zXRjDD",12,2,3,1,
1986983329686859856,99propaganda,Sat Nov 08 02:25:16 +0000 2025,"Presiden Prabowo memiliki komitmen kuat agar UMKM menjadi motor penggerak pertumbuhan ekonomi nasional, dan Inpres ini merupakan salah satu langkah nyata untuk mendukung komitmen tersebut.  Tujuan dari kebijakan ini adalah untuk mempercepat peningkatan perputaran ekonomi skala https://t.co/9hMkMOw3hA",55,6,29,1,
1984040886444216361,siregar_najeges,Thu Oct 30 23:33:03 +0000 2025,Perlu di usut itu Sri Mulyani yang  sudah menyusahkan seluruh rakyat Indonesia melalui kebijakan pajak nya.  ----- Persoalan serius dalam sistem Coretax kembali tersentil &amp; menyoroti kualitas sumber daya manusia di balik pengembangannya. https://t.co/xyi818CIxN,611,292,10,2,
1987380843812429898,Heraloebss,Sun Nov 09 04:44:51 +0000 2025,"BICARA INTEGRITAS, TAPI DIAM-DIAM CARI CUAN DARI SISTEM YANG DIKRITIK  Banyak yang menyoroti kemunafikan Salsa Erwina, lantang mengkritik kebijakan +62 dari luar, tapi perusahaan tempatnya bekerja, Vestas, justru berkolaborasi erat dengan Kementerian ESDM Indonesia https://t.co/WheKis99tf",776,1011,1051,22,
1987052893573410920,s3mut1reng,Sat Nov 08 07:01:42 +0000 2025,𝘏𝘢𝘴𝘪𝘭 𝘯𝘺𝘢𝘵𝘢 𝘗𝘳𝘰𝘨𝘳𝘢𝘮 𝘔𝘉𝘎 𝘮𝘶𝘭𝘢𝘪 𝘵𝘦𝘳𝘭𝘪𝘩𝘢𝘵:  angka stunting turun dan kesehatan anak meningkat. Program MBG adalah bukti bahwa kebijakan yg tepat bisa mengubah masa depan bangsa 🍽✅ https://t.co/IJ7rYimde5,4,0,0,0,
1988038309109788922,KemensetnegRI,Tue Nov 11 00:17:23 +0000 2025,"Diterima Presiden Prabowo, Sekjen Konfederasi Buruh Internasional Apresiasi Kebijakan Ketenagakerjaan Indonesia  Presiden Prabowo Subianto menerima kunjungan Sekretaris Jenderal Konfederasi Buruh Internasional (International Trade Union Confederation/ITUC) Luc Triangle dan https://t.co/mh94WDAJmQ",10,4,4,0,
1987725806081094116,walhinasional,Mon Nov 10 03:35:36 +0000 2025,"Penolakan terhadap gelar pahlawan kepada Soeharto bukan tanpa alasan. Di sektor lingkungan, Soeharto menerbitkan beberapa paket kebijakan melalui undang-undang yang membuka keran bagi eksploitasi hutan. Mulai dari Penanaman Modal Asing hingga UU Kehutanan.   Eksploitasi hutan https://t.co/LT8ZSUfVy9",111,56,4,1,
1988138652053217774,grok,Tue Nov 11 06:56:07 +0000 2025,"@M_Irwan2Kembar Halo! Berdasarkan analisis tweetmu (banyak tentang anak kembar Adam &amp; Ara Ira, keluarga, plus komentar K-pop/politik), inilah profil inferensiku:  Nama: Adam Ara Ira (kembar) Jenis Kelamin: Laki-laki (Adam) &amp; Perempuan (Ara Ira) Usia: ~5-7 tahun (dari aktivitas belajar/sekolah)",0,0,0,0,
1988138564731986265,grok,Tue Nov 11 06:55:46 +0000 2025,"@aruchank_ @tvindonesiawkwk Ya, berita ini legit. Gambar tersebut dari Kompas TV yang melaporkan survei Indikator Politik Indonesia (November 2025), dengan 77,7% responden puas terhadap kinerja Prabowo-Gibran setelah satu tahun. Sumber: https://t.co/kneIbRINVU dan https://t.co/Q8odqhWPLc.",0,0,0,0,
1988138728939024689,cirlland,Tue Nov 11 06:56:25 +0000 2025,"Bangke, nyulik anak terus dijual udah kek perdagangan kucing/anjing ras aja. Fucked banget lah ini negara. Gak pemerintah, gak rakyat sami mawon",0,0,0,0,
1988138673003803060,MineIndo,Tue Nov 11 06:56:12 +0000 2025,"Kegiatan ini berlangsung dalam suasana penuh kekhidmatan dan kebersamaan, dihadiri oleh jajaran pengurus YPMAK, perwakilan PT Freeport Indonesia, tokoh masyarakat Amungme dan Kamoro, pemerintah daerah, serta mitra lembaga pelaksana program.",0,0,1,0,
1988138535279616108,dpmdkalteng,Tue Nov 11 06:55:39 +0000 2025,"Dalam Inpres tersebut, pemerintah daerah diminta untuk menyediakan lahan seluas minimal 1.000 meter persegi di lokasi yang strategis, mudah diakses, serta memiliki bukti kepemilikan yang sah untuk mendukung operasional KDKMP. https://t.co/qK1h8sE8ku",0,0,1,0,
1988138511237861608,gausahsoasikya,Tue Nov 11 06:55:33 +0000 2025,"Kenapa ga ada yang pada fokus ke pemerintah, sih????? MUAK BANGET LIAT WARGA SALING RIBUT!!!!!! In these economies, KITA SEMUA SAMA SAMA SEDANG SUSAH, MALAH PADA RIBUT!!!!",0,0,0,0,
1988138360276480172,andiset59493811,Tue Nov 11 06:54:57 +0000 2025,"@kompascom Semua bersuara, Lebih layak ini itu, percuma pemerintah sudah memutuskan percuma suara kita. Yg sudah meninggalkan kita sebagai pahlawan sesungguhnya semoga Husnul Khotimah...",0,0,0,0,
1988138244685656471,Add1872,Tue Nov 11 06:54:30 +0000 2025,@tekarok007 Oposisi di Indonesia itu oposisi Palsu. Tidak pernah jelas solusi dan tujuannya saat mengkritik pemerintah.   Cuma mencari celah kesalahan agar terlihat kritis. Padahal seharusnya netral karena melihat diluar sistim.,0,0,0,0,
1988138107955548462,tiara_vionrw,Tue Nov 11 06:53:57 +0000 2025,"Fren, kerja sama TNI, pemerintah, swasta, &amp; masyarakat adalah bukti konkret kekuatan kolaborasi. Keamanan pangan bukan omong kosong ketika kita berjalan seirama.  Energi Untuk Negeri https://t.co/4r32xG299S",0,0,0,0,
1988137973079306264,LancarRejekiii,Tue Nov 11 06:53:25 +0000 2025,"melihat banyak kebijakan yg gak penting dibuat pemerintah, rasanya, gua udh siap kalo ini terjadi",0,0,0,0,
1988137867885850824,detikcom,Tue Nov 11 06:53:00 +0000 2025,"Kementerian Pendidikan Singapura menyiapkan beasiswa untuk siswa kelas 6-9 asal RI, mencakup biaya sekolah dan tunjangan lainnya.  via @detik_edu    https://t.co/1MFenyPdG0",2,0,0,0,
1988137855714275608,sinagano2,Tue Nov 11 06:52:57 +0000 2025,Pemerintah gagal membentuk sebuah Negara.. Mereka membela dan memajukan kelompoknya dan cirlcle nya saja..  Revolusi jawaban.. Tp akan banyak yg mati.. kita belum siap.. Bertahan dululah kira2 gitu saat ini bangsaku.  https://t.co/xafMhqYGwp,0,0,0,0,
1988138750040506667,JaPenWPKL,Tue Nov 11 06:56:30 +0000 2025,Sumber : Jabatan Pendaftaran Negara W.P Kuala Lumpur  #JapenWPKLP,0,0,0,0,
1988138741912006661,stwn_deny,Tue Nov 11 06:56:28 +0000 2025,"Sudah selayaknya @KPK_RI dari hakim, jasa, penuntut dilindungi pasukan yang sama seperti pengawal @KejaksaanRI 💪💪💪🇮🇩🇮🇩🇮🇩 Korupsi Whoosh Kebangetan! Ada Temuan KPK Negara Disuruh Beli Tanahnya Sendiri https://t.co/DOtRo3mGCI",0,0,0,0,
1988138738892091722,RishaDes,Tue Nov 11 06:56:27 +0000 2025,Pahlawan bentuk penghargaan negara untuk Soeharto https://t.co/f1D9A6oI8s https://t.co/HImd3SQAhq,0,0,0,0,
1988138728939024689,cirlland,Tue Nov 11 06:56:25 +0000 2025,"Bangke, nyulik anak terus dijual udah kek perdagangan kucing/anjing ras aja. Fucked banget lah ini negara. Gak pemerintah, gak rakyat sami mawon",0,0,0,0,
1988138698664538537,erlinilree_,Tue Nov 11 06:56:18 +0000 2025,"mengingat kembali bahwa kita sebagai masyarakat masih terjajah oleh negara sendiri, dengan orang orang keras kepala yang bertingkah layaknya pahlawan kesiangan. #soehartobukanpahlawan https://t.co/10fbMrRaAS",0,0,0,0,
1988138693820137544,BagasPratyaksaN,Tue Nov 11 06:56:17 +0000 2025,@jalurgaza_ Piye ra lolos yen anggota dewan gelare wae ngene. Ada Susanto Zuhdi sejarawan spesialis proyekan ngalem-alem negara 🤗 https://t.co/OxhX3UKpqK,0,0,0,0,
1988138664069919028,veriifyhalal,Tue Nov 11 06:56:10 +0000 2025,"Tahukah anda? 🤔✨  Pada 29 Ogos 2025, JAKIM telah mengemas kini senarai Badan Pensijilan Halal Luar Negara yang diiktiraf — kini berjumlah 92 badan pensijilan Halal dari 48 negara! 🌍  #VerifyHalal #GoHalal #Halal #HalalInternational #JAKIM #HalalMalaysia #Türkiye #Istanbul https://t.co/4KO4UZKhqY",0,0,1,0,
1988138658080432240,minnienisaa07,Tue Nov 11 06:56:08 +0000 2025,"Makin lama makin naik menyampah aku dengan mainland ni, dahlah sibuk pergi konsert negara orang pastu duk claim yang Malaysia ni buruk laa apa laa, habis tu yang korang punya perangai taik baik pulak? 🤢",0,0,0,0,
1988138656981495992,samhugget,Tue Nov 11 06:56:08 +0000 2025,@_Dessir @44Oktiva @andi_achilles @satriyotutuko @del_paijo Mie pitik pak Tono Ba negara nop 😁,0,0,0,0,
1988138626073628950,FirzaHusain,Tue Nov 11 06:56:00 +0000 2025,"Presiden Prabowo melantik Arief Satria sbg Kepala Badan Riset &amp; Inovasi Nasional (BRIN) di Istana Negara, Jakarta, Senin, 10/11/2025. Usai pelantikan Arif Sadewa mengungkapkan, BRIN akan fokus menguatkan bidang riset inovasi daerah agar mampu menyelesaikan masalah2 lokal, shg https://t.co/u68G9zVhgo",0,0,0,0,
1988138733129076919,zuranalmahdi,Tue Nov 11 06:56:26 +0000 2025,"@PKSejahtera Alhamdulillah berjalan lancar, semoga PKS makin bijak dalam setiap kebijakan yang diambil  buat kedepannya.  #RakernasPKS2025",0,0,0,0,
1988138619866161460,marketupdt,Tue Nov 11 06:55:59 +0000 2025,"Amerika Serikat (AS) terancam harus membayar ganti rugi hingga USD2 triliun, sekitar Rp33 ribu triliun, jika Mahkamah Agung membatalkan kebijakan tarif resiprokal.  https://t.co/nzl9gcdZIg",0,0,0,0,
1988138578120241622,grok,Tue Nov 11 06:55:49 +0000 2025,"@irwan24tanjung @DS_yantie Tidak kontradiktif, karena kritik Gus Dur terhadap Orde Baru bersifat selektif pada kebijakan spesifik seperti KKN, pelanggaran HAM, dan ICMI, sambil hindari serangan frontal yang bisa picu pembubaran NU oleh rezim. Pragmatisme ini beri NU ruang bertahan sebagai basis oposisi",0,0,0,0,
1988138422117257655,officialinews_,Tue Nov 11 06:55:12 +0000 2025,"Menteri Keuangan Purbaya Yudhi Sadewa menepis anggapan bahwa Kementerian Keuangan menjadi pihak utama dalam mendorong redenominasi rupiah. Padahal, kata Purbaya, kebijakan tersebut sepenuhnya akan ditentukan oleh Bank Indonesia (BI) sebagai otoritas moneter.   “Saya nggak tahu, https://t.co/Df5Io3V0BJ",0,0,0,0,
1988137973079306264,LancarRejekiii,Tue Nov 11 06:53:25 +0000 2025,"melihat banyak kebijakan yg gak penting dibuat pemerintah, rasanya, gua udh siap kalo ini terjadi",0,0,0,0,
1988137933745123772,narra64102,Tue Nov 11 06:53:15 +0000 2025,@syaikhu_ahmad Harapan besar agar Rakernas PKS sukses melahirkan kebijakan berpihak pada rakyat #RakernasPKS2025,0,0,0,0,
1988137838605726025,andidjogja,Tue Nov 11 06:52:53 +0000 2025,"@anakkebon_AL @kompascom @DivHumas_Polri @KejaksaanRI @KPK_RI Kalau bicara potensi, semua kebijakan pemerintah / instansi yg berhubungan dengan uang pasti memiliki potensi korupsi.",0,0,0,0,
1988137726491930983,qila_kayla73317,Tue Nov 11 06:52:26 +0000 2025,@lurima_pi Terimakasih dan sukses selalu miss lumari atas kebijakan dalam kepemimpinan Jendera Elshe 🇮🇩🇮🇩,0,0,0,0,
1988137662310662528,FeniRosalina5,Tue Nov 11 06:52:11 +0000 2025,@syaikhu_ahmad Semoga Rakernas PKS menghasilkan kebijakan yang membawa kebaikan untuk semua #RakernasPKS2025,0,0,0,0,
1988137421062717600,ruliemaulana,Tue Nov 11 06:51:13 +0000 2025,Trump bikin kebijakan KPR 50 tahun sebelum staf istana lain tau cuma gara-gara suka sama poster yang dibawain kepala badan perumahan ... https://t.co/nbCx6FQedm,0,0,0,0,
1988138917061869898,earthmixnation,Tue Nov 11 06:57:10 +0000 2025,Taxnya gede bgt dan masih aja ada orang tone deaf yg bilang politik tidak memengaruhi kehidupan 😍,0,0,0,0,
1988138848355000814,jepara123456,Tue Nov 11 06:56:53 +0000 2025,"@unmagnetism Bukti bahwa timnas ditunggangi cuma buat kendaraan politik doang. Buktinya karena setelah gagal ke pildun, federasi balik lagi ke setelan pabrik...🤣🤣🤣  Nanti menjelang pilpres &amp; pemilu 2029 &amp; pildun 2030, baru federasi unjuk gigi lagi..  🤣",0,0,0,0,
1988138790884364771,hariankompas,Tue Nov 11 06:56:40 +0000 2025,Surya Paloh meminta setiap kader partai membawa politik gagasan yang membangun dan mempercepat kehidupan kebangsaan yang lebih baik. #Polhuk #AdadiKompas  https://t.co/NZekcrVkTE,0,0,0,0,
1988138652053217774,grok,Tue Nov 11 06:56:07 +0000 2025,"@M_Irwan2Kembar Halo! Berdasarkan analisis tweetmu (banyak tentang anak kembar Adam &amp; Ara Ira, keluarga, plus komentar K-pop/politik), inilah profil inferensiku:  Nama: Adam Ara Ira (kembar) Jenis Kelamin: Laki-laki (Adam) &amp; Perempuan (Ara Ira) Usia: ~5-7 tahun (dari aktivitas belajar/sekolah)",0,0,0,0,
1988138564731986265,grok,Tue Nov 11 06:55:46 +0000 2025,"@aruchank_ @tvindonesiawkwk Ya, berita ini legit. Gambar tersebut dari Kompas TV yang melaporkan survei Indikator Politik Indonesia (November 2025), dengan 77,7% responden puas terhadap kinerja Prabowo-Gibran setelah satu tahun. Sumber: https://t.co/kneIbRINVU dan https://t.co/Q8odqhWPLc.",0,0,0,0,
1988138936708047036,kpulomboktimur,Tue Nov 11 06:57:15 +0000 2025,"#TemanPemilih, KPU Lombok Timur mengikuti kegiatan Orientasi Pegawai Pemerintah dengan PPPK di Lingkungan Sekretariat Jenderal KPU Formasi Tahun 2024 Periode I dengan skema MOOC tahun 2025, Selasa 11 November 2025. (Humas KPU Lotim) #kpulomboktimur  #kpumelayani #kpu @KPU_ID https://t.co/F9kaps4vby",1,0,0,0,
1988138883675287744,choczout,Tue Nov 11 06:57:02 +0000 2025,"@SeputarTetangga Di daerahku ada kasus bayi dibuang. Tetangga yg blm punya anak akhirnya ingin adopsi. Krn kasus ini sdh ditangani pemerintah, proses untuk adopsinya panjang, melibatkan persidangan dan dinas sosial. Setelah diadopsi juga dipantau terus oleh dinsos dan disuruh laporan berkala.",0,0,0,0,
1988138821398212721,sheeriejpg,Tue Nov 11 06:56:47 +0000 2025,panas bgini malah ada pemadaman  taikkkk pemerintah kalo ga nyusahin rakyat gaada kerjaan!! batre gue 7% lagii.. gue gatau pemadaman ini sampe jam berapaa 😭🥹,0,0,0,0,
1988138535279616108,dpmdkalteng,Tue Nov 11 06:55:39 +0000 2025,"Dalam Inpres tersebut, pemerintah daerah diminta untuk menyediakan lahan seluas minimal 1.000 meter persegi di lokasi yang strategis, mudah diakses, serta memiliki bukti kepemilikan yang sah untuk mendukung operasional KDKMP. https://t.co/qK1h8sE8ku",0,0,1,0,
1988138511237861608,gausahsoasikya,Tue Nov 11 06:55:33 +0000 2025,"Kenapa ga ada yang pada fokus ke pemerintah, sih????? MUAK BANGET LIAT WARGA SALING RIBUT!!!!!! In these economies, KITA SEMUA SAMA SAMA SEDANG SUSAH, MALAH PADA RIBUT!!!!",0,0,0,0,
1988138360276480172,andiset59493811,Tue Nov 11 06:54:57 +0000 2025,"@kompascom Semua bersuara, Lebih layak ini itu, percuma pemerintah sudah memutuskan percuma suara kita. Yg sudah meninggalkan kita sebagai pahlawan sesungguhnya semoga Husnul Khotimah...",0,0,0,0,
1988138244685656471,Add1872,Tue Nov 11 06:54:30 +0000 2025,@tekarok007 Oposisi di Indonesia itu oposisi Palsu. Tidak pernah jelas solusi dan tujuannya saat mengkritik pemerintah.   Cuma mencari celah kesalahan agar terlihat kritis. Padahal seharusnya netral karena melihat diluar sistim.,0,0,0,0,
1988138107955548462,tiara_vionrw,Tue Nov 11 06:53:57 +0000 2025,"Fren, kerja sama TNI, pemerintah, swasta, &amp; masyarakat adalah bukti konkret kekuatan kolaborasi. Keamanan pangan bukan omong kosong ketika kita berjalan seirama.  Energi Untuk Negeri https://t.co/4r32xG299S",0,0,0,0,
1988137973079306264,LancarRejekiii,Tue Nov 11 06:53:25 +0000 2025,"melihat banyak kebijakan yg gak penting dibuat pemerintah, rasanya, gua udh siap kalo ini terjadi",0,0,0,0,
1988137867885850824,detikcom,Tue Nov 11 06:53:00 +0000 2025,"Kementerian Pendidikan Singapura menyiapkan beasiswa untuk siswa kelas 6-9 asal RI, mencakup biaya sekolah dan tunjangan lainnya.  via @detik_edu    https://t.co/1MFenyPdG0",2,0,0,0,
1988137855714275608,sinagano2,Tue Nov 11 06:52:57 +0000 2025,Pemerintah gagal membentuk sebuah Negara.. Mereka membela dan memajukan kelompoknya dan cirlcle nya saja..  Revolusi jawaban.. Tp akan banyak yg mati.. kita belum siap.. Bertahan dululah kira2 gitu saat ini bangsaku.  https://t.co/xafMhqYGwp,0,0,0,0,
1988137778929188930,faerioes,Tue Nov 11 06:52:38 +0000 2025,Walah moderator indonya juga problematik dan anti kritik udeh mirip kek pemerintah mentri.,0,0,0,0,
1988137774311239892,hannichn_,Tue Nov 11 06:52:37 +0000 2025,"Pemerintah desa kesambet apa bikin jalan lebih tinggi dari tanah,, ters lubang air seupritt?? Kagak laju acan,, semuanya banjir kitaaa ni begimana caranya aer bisa ngalir.. klo ujan deress berapa hari berturut turut ya jadi banjir https://t.co/JauCVejAch",0,0,0,0,
1988137473625780349,grok,Tue Nov 11 06:51:26 +0000 2025,"@SUARAKRISTEN1 @Franken_blues Pembangunan TMII dibiayai utamanya oleh Yayasan Harapan Kita yang dipimpin Ibu Tien Suharto, dengan dana dari sumbangan swasta, donasi, dan dukungan pemerintah Orde Baru sekitar Rp 10,5 miliar pada 1972. Proyek ini resmi non-pemerintah, tapi sering dikritik karena keterlibatan",0,0,0,0,
1988137353668686030,grok,Tue Nov 11 06:50:57 +0000 2025,"@mhmmdzikrii @TR_ATPoka32 @MrTe9uh @Belok_dong Tragedi Aceh merujuk pada konflik bersenjata antara Gerakan Aceh Merdeka (GAM) dan pemerintah Orde Baru sejak 1976, yang memuncak dengan status Daerah Operasi Militer (DOM) 1989-1998. Operasi militer menyebabkan ribuan korban sipil tewas, hilang, atau mengungsi akibat kekerasan,",0,0,1,0,
