tweet_id,user_screen_name,created_at,text,like_count,retweet_count,reply_count,quote_count,view_count
1987978746943729918,taufik_q,Mon Nov 10 20:20:42 +0000 2025,Reformasi Polri hanyalah sebuah basa-basi politik. Pemanis bibir demokrasi. Sebuah lips service saja. Intinya: - Masyarakat pun msh banyak yg sangsi polisi mampu mengevaluasi dirinya sendiri. - Listyo Sigit tak pantas masuk Komisi Percepatan Reformasi Polri. - Lemahnya proses https://t.co/1OydgltcUC,75,33,9,3,
1987765448948273214,GUSDURians,Mon Nov 10 06:13:08 +0000 2025,"Jaringan GUSDURian Menolak Pemberian Gelar Pahlawan Nasional untuk Soeharto  Hari Pahlawan pada 10 November 2025 menghadirkan dilema tentang bagaimana bangsa Indonesia mengingatnya. Di satu sisi, masyarakat mendapat teladan dari nama-nama tokoh yang berperan dan berkontribusi https://t.co/W3Cuz0cLGw",843,410,44,10,
1987118088480039408,KemenkesRI,Sat Nov 08 11:20:45 +0000 2025,"Siapa yang sudah ikut Cek Kesehatan Gratis (CKG)?☝️  #Healthies, terima kasih untuk kamu yang telah ambil bagian dalam program ini! Hingga kini, lebih dari 50 juta masyarakat Indonesia sudah merasakan manfaatnya. https://t.co/gRfu2PGeHi",10,3,3,0,
1984062928862261450,SammiSoh,Fri Oct 31 01:00:39 +0000 2025,"Islam bukan agama Arab. Mengaitkannya dengan budaya Arab menyempitkan makna. Indonesia bukti Islam bisa hidup tanpa jadi Arab. Bahasa, gamis, sorban hanyalah budaya, bukan inti ajaran. Islam dinilai dari iman dan akhlak, bukan tampilan. Islam bukan Arab, Arab bukan Islam. https://t.co/ibVdtPu5Mb",245,78,12,3,
1987636022973436010,RadioElshinta,Sun Nov 09 21:38:51 +0000 2025,"Prabowo Ingin Karang Taruna dan Pramuka Aktif Kembali Bangun Kepedulian Sosial  Jakarta — Presiden RI Prabowo Subianto menekankan pentingnya membangkitkan kembali budaya kepedulian sosial di masyarakat melalui pengaktifan peran Karang Taruna, Pramuka, serta komunitas pendidikan https://t.co/MgAhg4U2jH",2,1,0,1,
1985159261803188682,xquitavee,Mon Nov 03 01:37:05 +0000 2025,"Museum 798 di China menjadikan orang mati menjadi pusat seni budaya yg hidup 😱  Di sana ga ada pocong, kuntilanak, genderuwo dll mungkin ya  ....   Scary https://t.co/RXcjcltzYc",11,6,3,1,
1987892473717502467,CNNIndonesia,Mon Nov 10 14:37:53 +0000 2025,"Sejumlah aktivis menggelar aksi unjuk rasa di depan Gedung Kementerian Budaya, Senin (10/11).   Massa menyuarakan penolakan terhadap pemberian gelar pahlwan nasional kepada Presiden ke-2 RI, Soeharto. #CNNIndonesia https://t.co/cO17n1QARR",113,46,16,5,
1987793497450234099,FitriIndriana2,Mon Nov 10 08:04:35 +0000 2025,"Di masa penuh ketidakpastian, hadir sosok yang menata arah negeri ini dengan visi dan kerja nyata. Ia bukan sekadar pemimpin, tapi Putra Terbaik Bangsa yang menanamkan disiplin, kerja keras, dan kemandirian sebagai budaya pembangunan. https://t.co/FX7oi08a4j",3,2,2,0,
1987080942431752685,jokih2h,Sat Nov 08 08:53:09 +0000 2025,"Open Jasa Joki Tugas 🧸📝  Tulis, Cerpen, TIK, Kewirausahaan, CV, Analisis Film, PJOK, Pantun, Essay Essai Beasiswa, Ospek, Laporan, PKN Pancasila, Review Jurnal, SBK Seni Budaya, Puisi, Ketik, Daftar Isi, Nomor Halaman, Mendeley, Bahasa Sunda, Studi Kasus, Parafrase, PPT, CV, https://t.co/Oclfcdurmr",10,3,0,0,
1985739061320192043,mkusumawijaya,Tue Nov 04 16:01:00 +0000 2025,"Perubahan mendasar dr makam  raja Mataram sebelum n sejak Sultan Agung: dari di bawah/ledok, di belakang masjid (di Kotagede) menjadi di bukit/tinggi di atas masjid. Artinya: kembali ke budaya leluhur sejak zaman Majapahit atau lebih lama yg memuliakan gunung/tempat tinggi. https://t.co/jt6uwrxRbN",12,0,1,0,
1985002328165060843,bandarmetrics,Sun Nov 02 15:13:29 +0000 2025,Abis jual saham terus ARA juga budaya kita https://t.co/ZXaKckyeiW,45,3,3,3,
1985175265493070269,terjannabi,Mon Nov 03 02:40:40 +0000 2025,cenglu adalah budaya https://t.co/0ifLDz3n8G,2,0,0,0,
1987102640870994315,pengingatmati,Sat Nov 08 10:19:22 +0000 2025,Tempat di mana kehidupan sebenarnya akan dimulai. https://t.co/ygfJBZ38Vk,38,11,1,0,
1985521810755195053,Yoen__AR,Tue Nov 04 01:37:43 +0000 2025,"Ikhlas itu seperti angin Tak terlihat tapi menenangkan Sabar itu seperti akar Tak terlihat, diam, namun menguatkan Tawakal itu seperti langit Luas, tenang dan menaungi setiap harapan  Sabar dan ikhlas adalah dua sayap jiwa yang membuat kita mampu terbang di atas ujian kehidupan https://t.co/qikurubs06",107,17,5,0,
1988131079895855324,rizrizkyamalia,Tue Nov 11 06:26:01 +0000 2025,Barang-barang bermanfaat untuk kehidupan sehari-hari yang bisa banget di co pas tanggal kembar atau payday 🫵🏼 https://t.co/HYbXjg6tQf,2,1,1,0,
1984500988011823268,rab_Indo,Sat Nov 01 06:01:20 +0000 2025,"Cintai apa yang kamu miliki saat ini, sebelum kehidupan mengajarkanmu bagaimana mencintai apa yang telah hilang.” https://t.co/dzRxWxFDjk",224,48,3,1,
1988121607135785031,ezor_virago,Tue Nov 11 05:48:23 +0000 2025,"Rasanya jadi pengen bikin cerita pendek buat Ra Zahir &amp; Ayrus di ModernAU!   Ceritanya yg ringan aja, slice of life tentang kehidupan anak sekolahan. Kontennya cukup manis gula-gula aja, nggak usah pake cerita berat kayak di komik asli mereka Sword And Wild Flower.  #イラスト #OC https://t.co/OwAS8Zb452",4,0,2,0,
1985146729831035184,jentikhati,Mon Nov 03 00:47:17 +0000 2025,Ajarkan diri untuk tak terlibat dengan urusan peribadi orang lain. Ajarkan diri untuk tidak berlebihan dalam menilai kehidupan orang lain dan ajarkan diri untuk memilih diam dari berbicara perkara yang sia-sia.,427,240,1,3,
1987756707100193075,celoteh_paimin,Mon Nov 10 05:38:24 +0000 2025,"menelisik kehidupan di peringatan hari pahlawan :  selalu saja ada pahlawan - pahlawan baru di masing - masing era, membuat kebaikan melampaui rata² manusia lainnya, meski mereka tak sadar bahwa tindakan mereka adalah tindak kepahlawanan, dan enggan disebut pahlawan  #celahawan https://t.co/qgnFVFzA5E",72,10,2,0,
1987311223105593860,hinata_hyugaa10,Sun Nov 09 00:08:12 +0000 2025,"Sering terdengar, ""Hidup di dunia hanya sekali, nikmatilah sesukamu.""  Tapi jarang yang sadar, ""Kehidupan berikutnya abadi, siapkan bekalmu.""  Semoga ada kata cukup untuk dunia yg terus memaksamu menjadi lebih dari segalanya🖤 https://t.co/2BJHs4oi3v",165,29,5,0,
1985888021200437346,AnCintaQ,Wed Nov 05 01:52:54 +0000 2025,"Ini ada yg mau menjamin kehidupan gue ga yaa, gue capek kerja mulu 😮‍💨",156,66,39,1,
1988138593626546329,BapasMuaraTeweh,Tue Nov 11 06:55:53 +0000 2025,"Bapas Kelas II Muara Teweh berkomitmen melaksanakan pembimbingan secara menyeluruh, baik dari sisi hukum, sosial, maupun kepribadian. Melalui kegiatan keagamaan ini, diharapkan klien tidak hanya taat hukum,",0,0,1,0,
1988138575276503263,BapasMuaraTeweh,Tue Nov 11 06:55:48 +0000 2025,"menjalani masa integrasi. Materi disampaikan oleh Ustaz Muhammad Fahmi dari Pondok Pesantren Yasin Muara Teweh  yang membahas pentingnya pertobatan, tanggung jawab sosial, dan pembentukan karakter religius dalam menjalani kehidupan setelah masa pidana.",0,0,1,0,
1988138570868289640,BapasMuaraTeweh,Tue Nov 11 06:55:47 +0000 2025,sebagai bagian dari program pembimbingan dan reintegrasi sosial. Kegiatan ini bertujuan menanamkan nilai-nilai moral dan spiritual dalam proses pembinaan kepribadian klien.  Ceramah agama dilaksanakan di Masjid Darul Aman Muara Teweh dan diikuti oleh sejumlah klien yang sedang,0,0,1,0,
1988138486252102094,KAI121,Tue Nov 11 06:55:27 +0000 2025,"@yupyupzy Selamat siang Kak. Railmin mohon maaf atas ketidaknyamanannya. Sehubungan dengan adanya penyesuaian pola perjalanan, sehingga pemesanan tiket beberapa KA Antarkota kelas Ekonomi bulan Desember 2025 belum dapat dilakukan. Kakak dapat pantau terus akun media sosial Railmin untuk",0,0,0,0,
1988138465083748412,BotyMapiah,Tue Nov 11 06:55:22 +0000 2025,"@Hendaruth @raajiws @TijeKoridorUI @InfotransportUI malah rute blue line tambahan ini bisa ngebantu red line yang tiap pagi sampai jam 10 ngga lewat rumpun sosial (FPsi–FEB), jadi penyebaran penumpang lebih merata ngga cuma ngandelin red line doang.",0,0,1,0,
1988138382959276526,jokitugas1234,Tue Nov 11 06:55:02 +0000 2025,Testi 3394 - Joki Real Time UTS (Ujian Tengah Semester) Mata Kuliah Psikologi Sosial Yuk WA https://t.co/E2pbudTSvg #jokitugas #jokitugaskuliah https://t.co/GJfk3t8W4X,1,0,0,0,
1988138126284562834,MandiriTaspen,Tue Nov 11 06:54:01 +0000 2025,"@jayscrumb1011 Halo, selamat siang Bapak/Ibu @jayscrumb1011. Kami informasikan bahwa mengenai lowongan pekerjaan tidak terinformasi melalui layanan Sosial Media Instagram dari Bank Mandiri Taspen. Namun, kami bisa memberikan solusi yaitu: (1)",0,0,1,0,
1988138081745281466,CiciAngsa2,Tue Nov 11 06:53:51 +0000 2025,Program MBG Solusi untuk Kesehatan dan Sosial Ekonomi https://t.co/QQpNimizhV,1,0,0,0,
1988138071863542139,ppidkabwajo,Tue Nov 11 06:53:48 +0000 2025,Prabowo Ingin Karang Taruna dan Pramuka Aktif Kembali Bangun Kepedulian Sosial https://t.co/puwUnCXX0H,0,0,0,0,
1988138009259360343,bps_statistics,Tue Nov 11 06:53:33 +0000 2025,"Kegiatan yang didukung Uni Eropa ini dibuka oleh Ateng Hartono, Deputi Bidang Statistik Sosial BPS RI dan dihadiri oleh Saiti Gusrini (European Union to Indonesia and Brunei Darussalam), Brigjen Pol. Adi Satya Perkasa (Kemenko Polhukam), Indah Nuria Savitri (Kemlu), ...",0,0,1,0,
1988138670185206080,MineIndo,Tue Nov 11 06:56:11 +0000 2025,"Yayasan Pemberdayaan Masyarakat Amungme dan Kamoro (YPMAK) menggelar Ibadah Syukur dengan tema Merajut Sinergi, Menebar Manfaat sebagai bentuk ungkapan terima kasih atas penyertaan dan kerja sama seluruh pihak dalam pelaksanaan program-program pemberdayaan masyarakat.",0,0,1,0,
1988138664367624370,kemenkumbali,Tue Nov 11 06:56:10 +0000 2025,"Digitalisasi hukum memastikan masyarakat mendapatkan akses informasi yang cepat, tepat, dan tanpa biaya.  Kanwil Kemenkum Bali #SetahunBerdampak #KemenkumBali #KementerianHukum #LayananHukumMakinMudah #EemNurmanah",0,0,0,0,
1988138601591566585,dikahdytt,Tue Nov 11 06:55:55 +0000 2025,@syaikhu_ahmad Harapan terbaik untuk kelancaran dan program nya bermanfaat untuk masyarakat  #RakernasPKS2025,0,0,0,0,
1988138598051586512,BapasMuaraTeweh,Tue Nov 11 06:55:54 +0000 2025,tetapi juga memiliki landasan moral yang kuat untuk berperan positif di masyarakat.  Kontributor : Humas Bapas Muara Teweh,0,0,1,0,
1988138584503972061,BapasMuaraTeweh,Tue Nov 11 06:55:51 +0000 2025,"“Ceramah agama ini diharapkan menjadi refleksi spiritual yang menguatkan niat klien untuk berubah dan hidup lebih baik di tengah masyarakat,” ujarnya.  Para klien menyambut kegiatan ini dengan antusias.",0,0,1,0,
1988138550244868430,Kodim0205,Tue Nov 11 06:55:42 +0000 2025,"Babinsa Koramil 07/Juhar Kodim 0205/Tanah Karo, Serka R. Hutagalung, melaksanakan komsos bersama warga di Desa Juhar Ginting, Kec. Juhar, Kab. Karo. Kegiatan ini  untuk mempererat hubungan antara TNI dan masyarakat serta mendukung ketahanan pangan di wilayah Selasa (11/11/2025) https://t.co/MttK2w3SCj",1,0,0,0,
1988138409450447171,YZoelen34930,Tue Nov 11 06:55:09 +0000 2025,@syaikhu_ahmad Semoga seluruh rangkaian Rakernas PKS berlangsung lancar dan membawa manfaat besar untuk masyarakat luas #RakernasPKS2025,0,0,0,0,
1988138393709293747,dpmdkalteng,Tue Nov 11 06:55:05 +0000 2025,"Kepala Dinas Pemberdayaan Masyarakat dan Desa (PMD) Provinsi Kalimantan Tengah, H. Aryawan ikuti Rapat Koordinasi Percepatan Pendataan Lahan untuk Pembangunan Fisik Gerai, Pergudangan, dan Kelengkapan Koperasi Desa/Kelurahan Merah Putih (KDKMP) https://t.co/isCLHke20q",0,0,1,0,
1988138347991363763,vanessa_auree,Tue Nov 11 06:54:54 +0000 2025,Kemandirian pangan berawal dari kepedulian. Pelajari dari mana makananmu datang dan apresiasi jalannya. Mari berubah menjadi masyarakat yang menghargai pangan.  Energi Untuk Negeri https://t.co/75MrX06SPH,0,0,0,0,
1988138295600312565,Lantastebing,Tue Nov 11 06:54:42 +0000 2025,"Kami tidak sempurna, tetapi kami selalu berusaha memberikan yang terbaik untuk Masyarakat https://t.co/SZYzTUTGQp",0,0,0,0,
1988138477570191580,holidaygogogo_,Tue Nov 11 06:55:25 +0000 2025,"🌴 Percutian 2026: Hainan – “Hawaii of China”! 🇨🇳✨  Fly direct dari Kuching terus ke pulau cantik penuh pantai lawa, budaya unik &amp; shopping best gila! 😍 Family, couple atau office trip — semua boleh join! 💑👨‍👩‍👧‍👦 📍Itinerari penuh keluar esok, stay tuned! ✈️ https://t.co/el5LWm4FFT",0,0,0,0,
1988138460012834870,KGSWadah,Tue Nov 11 06:55:21 +0000 2025,"Dah sampai masanya budaya buli siber dihentikan. Repeat after us: Cyberbullying is a no-no! ❌  Kalau korang pernah terkena mana-mana gangguan segera ambil tindakan ya!  📘Kau Manusia Tiruan #30TipMenjadiDiriSendiri, SisYouJae🤍 https://t.co/I604uEeaM2",0,0,0,0,
1988137877503701273,DistyaDiraS,Tue Nov 11 06:53:02 +0000 2025,"Jadi gak se sederhana itu juga,  Ada sisi Genetik nya, ada sisi lingkungan/pergaulan nya, ada sisi globalisasi/propaganda dunia nya 😅, ada sisi budaya/kebiasaan/rutinitas nya, ada sisi didikan nya dll",0,0,0,0,
1988137666521821588,ribut_waidie,Tue Nov 11 06:52:12 +0000 2025,"@SammiSoh Kerja pokok polisi di jalan, @kompascom  @KompasTV  katanya di reformasi, apanya yg direfotmasi lah mental jd polisi sdh biasa kyk gini budaya nya",0,0,0,0,
1988137392059138271,kanimentikong,Tue Nov 11 06:51:06 +0000 2025,Imigrasi Entikong turut hadir di Peresmian Rumah Betang Bidayuh Labak Nyeru! 🌾 Mari bersama lestarikan budaya dan perkuat persaudaraan di perbatasan 🇮🇩  @kemenimipas @ditjen_imigrasi @imigrasikalimantanbarat  #imigrasi #entikong #imigrasientikong #perisainegeri #mpaspor #paspor https://t.co/fZ0yNdjJyO,0,0,0,0,
1988137238061085163,CatatanRaffi,Tue Nov 11 06:50:30 +0000 2025,Dialog Budaya Lintas Generasi: Raffi Ahmad &amp; Gusti Bhre satukan suara rawat warisan Indonesia. Raffi jadi jembatan industri kreatif modern &amp; pelestarian budaya luhur. https://t.co/uTybWFKz81,0,0,0,0,
1988137134818222350,MalaysiaGazette,Tue Nov 11 06:50:05 +0000 2025,"Apabila Timbul Rasa Hormat Tiada Ruang Untuk Khianat, Nama Baik Mindef Terus Terpelihara - Khaled   Nilai integriti dan inovasi mesti menjadi teras budaya kerja di Kementerian Pertahanan (Mindef) bagi memastikan kekuatan organisasi pertahanan negara kekal utuh dan dihormati. https://t.co/NeQcSwIfVC",0,0,0,0,
1988136724472754287,LBHMasyarakat,Tue Nov 11 06:48:27 +0000 2025,"Penegakan hukum seperti ini melahirkan budaya kekerasan dalam sistem peradilan pidana kita. Ironisnya, warisan itu masih terus hidup hingga sekarang yang ditandai dari penangkapan dan razia brutal, vonis mati, hingga stigmatisasi terhadap pengguna narkotika sebagai “sampah",0,0,1,0,
1988136550455206341,kemenkumbali,Tue Nov 11 06:47:46 +0000 2025,Kanwil Kemenkum Bali terus berupaya menjadikan literasi hukum menjadi bagian dari budaya masyarakat Bali yang cerdas dan sadar aturan.  Kanwil Kemenkum Bali #SetahunBerdampak #KemenkumBali #KementerianHukum #LayananHukumMakinMudah #EemNurmanah,0,0,1,0,
1988135058981744901,DOSM_ILSM,Tue Nov 11 06:41:50 +0000 2025,"Tahniah diucapkan kepada semua peserta atas semangat, komitmen dan keberanian yang dipamerkan. Semoga pertandingan ini terus menjadi pemangkin kepada budaya komunikasi berkesan dan pemikiran kritikal dalam kalangan warga DOSM. https://t.co/KRfncySUvw",0,0,0,0,
1988138588933148684,BapasMuaraTeweh,Tue Nov 11 06:55:52 +0000 2025,Banyak dari mereka mengaku merasa lebih tenang dan termotivasi untuk memperbaiki diri. Kegiatan semacam ini juga dianggap membantu membangun kesadaran diri dan menumbuhkan harapan baru dalam menjalani kehidupan pasca-pemidanaan.,0,0,1,0,
1988138587444179117,sweetyyoun,Tue Nov 11 06:55:51 +0000 2025,"Ga lucu aja apa yg jadi kebutuhan utama atau primer lu masih nyari atau minta di orang lain. Misalnya nebeng balik ke stasiun, kan ojol banyak. Disamping itu kan udah jadi resiko kehidupan sehari-hari. Ya minimal banget nih kalau nebeng bensinin dan ga tiap hari.",0,0,0,0,
1988138575276503263,BapasMuaraTeweh,Tue Nov 11 06:55:48 +0000 2025,"menjalani masa integrasi. Materi disampaikan oleh Ustaz Muhammad Fahmi dari Pondok Pesantren Yasin Muara Teweh  yang membahas pentingnya pertobatan, tanggung jawab sosial, dan pembentukan karakter religius dalam menjalani kehidupan setelah masa pidana.",0,0,1,0,
1988138566074110411,sailorsaturnuz,Tue Nov 11 06:55:46 +0000 2025,@OHMYV3NUS banyak banget deh kehidupan,0,0,0,0,
1988138343746634219,kemenkumbali,Tue Nov 11 06:54:53 +0000 2025,Pojok JDIH juga membantu generasi muda memahami pentingnya regulasi dan hak-hak warga dalam kehidupan bernegara.  Kanwil Kemenkum Bali #SetahunBerdampak #KemenkumBali #KementerianHukum #LayananHukumMakinMudah #EemNurmanah,0,0,1,0,
1988138283155812572,grok,Tue Nov 11 06:54:39 +0000 2025,"@armorfatih Ini subyektif, tapi Nas sering dianggap rapper lirikal terbaik sepanjang sejarah hiphop. Dia mahir komposisi silabel, wordplay cerdas, dan storytelling akar seperti di album Illmatic (1994)—cerita kehidupan jalanan Queensbridge. Alternatif kuat: Kendrick Lamar di good kid,",0,0,0,0,
1988138266730844425,bleuvive,Tue Nov 11 06:54:35 +0000 2025,5 pusaka kehidupan.. https://t.co/lFurDhFnEy,0,0,0,0,
1988137938602033337,sarahjanettra,Tue Nov 11 06:53:17 +0000 2025,@iqsagi @ayelnextdoor smoga sehat terus dan bahagiaa dalam hal apapun itu  semoga lara dihanyutkan oleh bena dan membawakan harsa yang selalu mengitari kehidupan kamu🌸🌷  semoga bisa menjadi gentari indah bagi banyak orang dan penyalur berkat bagi orang banyak juga aminn @ayelnextdoor,0,0,0,0,
1988137683038937460,sarahjanettra,Tue Nov 11 06:52:16 +0000 2025,@nomiyamiko Have done smoga sehat terus dan bahagiaa dalam hal apapun itu  semoga lara dihanyutkan oleh bena dan membawakan harsa yang selalu mengitari kehidupan kamu🌸🌷  semoga bisa menjadi gentari indah bagi banyak orang dan penyalur berkat bagi orang banyak juga aminn https://t.co/aPsbyJhQri,0,0,0,0,
1988138810627289355,grok,Tue Nov 11 06:56:44 +0000 2025,"@im15rn Nama: Ana   Gender: Perempuan   Usia: Remaja (sekitar 15-20, dari ketertarikan K-pop sejak Ni-ki imut dan handle)   Pencapaian: Aktif di isu sosial seperti tolak UU TNI/Polri   Hobi: Nonton drakor (Reply 1988, Mr. Sunshine), fangirling K-pop (ENHYPEN, SEVENTEEN)   Okupasi:",0,0,0,0,
1988138768524775805,DeviraKaniaa,Tue Nov 11 06:56:34 +0000 2025,"Sekarang waktunya, kita transformasikan ketahanan pangan sebagai gerakan sosial! Sampaikan urgensinya pada keluarga dan rekan. Kesadaran komunitas adalah tahap awal transformasi.  Energi Untuk Negeri https://t.co/ez2TbCPODm",0,0,0,0,
1988138593626546329,BapasMuaraTeweh,Tue Nov 11 06:55:53 +0000 2025,"Bapas Kelas II Muara Teweh berkomitmen melaksanakan pembimbingan secara menyeluruh, baik dari sisi hukum, sosial, maupun kepribadian. Melalui kegiatan keagamaan ini, diharapkan klien tidak hanya taat hukum,",0,0,1,0,
1988138575276503263,BapasMuaraTeweh,Tue Nov 11 06:55:48 +0000 2025,"menjalani masa integrasi. Materi disampaikan oleh Ustaz Muhammad Fahmi dari Pondok Pesantren Yasin Muara Teweh  yang membahas pentingnya pertobatan, tanggung jawab sosial, dan pembentukan karakter religius dalam menjalani kehidupan setelah masa pidana.",0,0,1,0,
1988138570868289640,BapasMuaraTeweh,Tue Nov 11 06:55:47 +0000 2025,sebagai bagian dari program pembimbingan dan reintegrasi sosial. Kegiatan ini bertujuan menanamkan nilai-nilai moral dan spiritual dalam proses pembinaan kepribadian klien.  Ceramah agama dilaksanakan di Masjid Darul Aman Muara Teweh dan diikuti oleh sejumlah klien yang sedang,0,0,1,0,
1988138486252102094,KAI121,Tue Nov 11 06:55:27 +0000 2025,"@yupyupzy Selamat siang Kak. Railmin mohon maaf atas ketidaknyamanannya. Sehubungan dengan adanya penyesuaian pola perjalanan, sehingga pemesanan tiket beberapa KA Antarkota kelas Ekonomi bulan Desember 2025 belum dapat dilakukan. Kakak dapat pantau terus akun media sosial Railmin untuk",0,0,1,0,
1988138465083748412,BotyMapiah,Tue Nov 11 06:55:22 +0000 2025,"@Hendaruth @raajiws @TijeKoridorUI @InfotransportUI malah rute blue line tambahan ini bisa ngebantu red line yang tiap pagi sampai jam 10 ngga lewat rumpun sosial (FPsi–FEB), jadi penyebaran penumpang lebih merata ngga cuma ngandelin red line doang.",0,0,1,0,
1988138423643955324,leonardhan_,Tue Nov 11 06:55:12 +0000 2025,"Sekarang saatnya, kita transformasikan ketahanan pangan sebagai gerakan sosial! Bagikan pentingnya pada keluarga dan teman. Kesadaran bersama adalah tahap awal transformasi.  Energi Untuk Negeri https://t.co/hrggZHrz5A",0,0,0,0,
1988138382959276526,jokitugas1234,Tue Nov 11 06:55:02 +0000 2025,Testi 3394 - Joki Real Time UTS (Ujian Tengah Semester) Mata Kuliah Psikologi Sosial Yuk WA https://t.co/E2pbudTSvg #jokitugas #jokitugaskuliah https://t.co/GJfk3t8W4X,1,0,0,0,
1988138126284562834,MandiriTaspen,Tue Nov 11 06:54:01 +0000 2025,"@jayscrumb1011 Halo, selamat siang Bapak/Ibu @jayscrumb1011. Kami informasikan bahwa mengenai lowongan pekerjaan tidak terinformasi melalui layanan Sosial Media Instagram dari Bank Mandiri Taspen. Namun, kami bisa memberikan solusi yaitu: (1)",0,0,1,0,
